29,101,116,463
158,260,280,396
138,313,314,367
235,274,365,432
45,255,289,316
53,201,276,374
138,151,222,453
72,255,346,405
172,183,381,399
82,189,324,389
92,324,441,488
177,344,427,436
405,419,446,485
3,107,236,334
0,76,269,292
137,182,198,481
341,343,358,478
25,74,209,297
27,341,360,482
17,39,87,354
38,79,413,483
113,379,384,435
4,375,410,411
0,67,129,451
331,339,428,453
27,31,103,244
92,298,400,410
121,162,376,447
148,197,290,465
121,202,211,482
107,128,421,452
66,88,169,400
156,368,431,477
100,171,250,307
52,255,445,494
118,177,245,392
54,156,420,447
304,361,441,468
8,221,231,327
16,66,136,195
69,156,423,428
150,186,368,457
64,85,108,270
70,108,231,459
65,214,258,309
72,105,127,462
109,128,229,492
31,85,339,436
19,178,189,278
109,126,363,447
30,59,253,384
189,232,323,412
5,31,276,398
11,82,212,372
55,72,221,382
88,166,437,473
133,190,377,473
116,131,294,300
68,85,172,431
241,242,340,450
97,268,371,475
59,281,350,372
85,327,372,433
254,301,413,426
127,190,262,405
323,422,435,495
49,119,229,316
17,64,479,496
35,307,383,492
108,224,377,489
223,242,317,452
0,26,85,496
311,352,406,445
132,143,234,468
175,362,438,454
84,266,370,383
4,356,453,477
255,269,436,499
216,326,337,466
95,347,433,466
159,181,354,397
5,103,141,382
89,192,298,429
74,125,207,345
8,43,148,224
211,231,396,435
47,101,170,340
13,27,224,416
27,218,238,306
62,223,434,487
20,195,214,440
335,345,412,416
50,112,191,271
29,65,84,145
349,434,446,459
230,233,331,463
16,60,198,322
132,234,436,443
297,309,410,482
143,165,222,421
44,136,384,446
240,309,418,444
39,329,401,443
38,307,358,478
39,122,262,288
350,394,410,480
184,218,243,417
34,98,238,401
41,260,288,459
164,314,410,470
6,23,393,472
29,95,275,391
199,243,249,426
53,140,427,440
101,209,282,283
14,114,218,498
141,377,407,482
1,106,339,490
68,88,175,437
112,217,345,460
104,270,282,301
63,212,243,384
16,83,282,484
63,106,150,173
64,124,275,320
47,156,220,239
3,41,55,208
200,227,291,323
294,395,396,491
106,277,363,385
138,148,291,489
138,242,246,314
47,151,294,318
77,128,138,149
35,59,232,309
40,88,145,390
37,82,130,488
256,318,393,443
75,151,212,272
15,167,332,338
28,29,34,404
71,133,168,349
218,352,392,446
213,357,384,464
69,183,333,339
7,245,417,437
206,349,350,494
41,69,417,444
18,156,436,466
128,163,357,438
42,68,161,457
36,52,238,304
77,215,254,273
54,271,387,454
72,343,357,439
32,69,130,281
168,320,429,492
139,203,308,422
195,313,321,474
367,378,464,493
61,308,390,438
8,9,337,405
204,272,312,478
191,268,345,447
209,262,333,406
447,466,471,485
54,91,209,374
278,308,334,370
219,286,309,474
24,162,378,381
11,14,15,83
93,164,440,493
12,63,301,434
64,133,297,489
191,212,342,411
82,131,196,326
317,466,474,490
173,221,264,443
40,93,408,493
3,61,177,215
22,77,109,329
103,110,183,429
177,181,293,434
57,271,374,399
238,304,375,477
172,320,365,441
185,357,372,491
24,279,385,487
40,166,202,286
4,341,452,465
7,196,361,404
106,184,387,456
80,123,410,426
245,287,347,499
26,285,346,426
27,131,181,370
165,186,202,326
298,362,424,488
125,197,376,473
185,226,303,440
58,84,312,441
29,37,98,165
157,204,322,330
2,18,38,76
161,252,339,346
338,392,402,431
15,213,270,304
3,267,438,493
25,142,413,477
51,162,310,423
64,267,365,479
112,135,175,478
98,333,390,460
251,320,362,373
