1,22,33,63,104,140,195,407
41,62,64,322,339,355,387,423
86,118,161,276,333,452,462,498
32,234,345,371,401,430,485,489
0,14,84,109,126,142,258,444
36,179,181,206,416,424,472,488
32,48,181,217,252,335,372,451
0,1,78,151,155,260,434,462
34,71,106,122,319,421,422,470
15,156,162,178,318,373,421,427
88,206,363,375,387,402,460,462
132,141,178,261,343,365,466,474
49,214,302,339,431,453,474,488
138,155,177,208,257,266,341,450
5,95,174,248,276,362,380,439
10,35,38,161,170,185,191,383
19,285,298,306,341,373,441,443
3,93,112,175,186,234,270,325
35,165,227,246,275,279,322,371
71,130,189,216,251,284,316,465
7,18,113,200,201,262,331,418
18,36,169,244,360,362,398,401
177,213,258,261,281,425,429,457
183,227,270,322,394,436,463,468
14,43,108,122,307,332,343,490
61,94,147,221,333,401,443,446
97,167,185,188,342,365,440,493
9,123,175,257,308,331,351,454
29,111,150,240,286,321,436,470
19,95,181,182,310,404,455,482
15,72,173,174,230,238,405,456
38,90,139,154,177,289,313,329
3,125,246,304,409,463,475,492
4,61,133,152,274,279,359,441
64,138,282,353,397,442,463,484
163,186,217,237,242,321,330,371
41,134,258,283,334,461,476,482
87,293,320,398,426,461,497,498
95,166,179,208,216,242,287,371
38,68,134,161,189,286,353,424
0,36,182,244,281,376,427,428
10,12,18,56,197,312,328,351
115,147,160,201,239,285,336,357
112,190,194,318,357,365,385,450
14,136,169,252,359,393,426,480
107,120,176,292,306,395,456,460
10,57,74,133,155,168,180,480
11,26,39,94,155,199,275,361
22,119,170,207,269,297,312,433
41,120,128,144,219,380,459,471
13,67,135,156,157,274,281,480
7,95,110,209,217,260,346,393
10,41,83,126,156,258,378,380
61,162,187,204,243,287,329,470
23,125,143,342,366,395,427,460
49,94,99,372,399,400,440,468
30,250,257,283,322,364,384,474
20,67,114,146,280,285,375,451
141,169,182,198,254,276,288,371
128,133,141,164,237,314,413,418
25,58,144,178,190,216,413,451
7,118,211,275,283,425,459,480
59,143,167,185,190,228,259,443
145,178,198,228,376,387,389,442
16,102,176,232,285,335,336,454
145,198,299,300,429,457,469,493
9,84,151,173,199,200,215,359
9,41,42,200,233,370,373,402
64,114,161,212,349,389,394,460
73,181,189,193,199,261,263,489
32,39,73,120,189,218,333,405
39,87,116,392,413,414,439,457
65,75,219,289,316,342,433,438
21,199,244,254,287,336,368,433
164,171,198,230,308,326,347,434
4,14,38,52,308,356,426,460
82,89,131,154,212,235,424,447
64,145,178,214,281,438,479,492
100,116,142,155,208,274,284,498
46,60,62,97,100,118,192,417
37,44,124,256,278,299,342,368
135,144,193,315,336,459,462,474
40,96,98,140,280,370,415,475
124,172,184,223,337,416,433,453
14,51,85,148,253,294,334,358
151,226,249,293,343,379,430,437
12,99,288,306,329,330,409,446
111,170,310,334,436,477,485,495
16,49,112,147,148,156,170,277
24,31,167,328,342,347,363,371
39,54,103,228,241,350,354,425
42,101,111,148,253,296,379,393
65,222,348,455,456,466,467,483
27,151,226,245,346,381,382,454
48,146,168,176,268,274,351,444
60,61,109,273,291,293,349,489
66,84,170,261,303,311,321,346
90,228,292,337,343,386,421,491
1,132,134,167,178,187,278,416
131,159,160,281,313,336,398,475
54,72,82,140,145,199,214,454
129,150,178,192,206,212,440,487
93,210,241,298,320,355,473,475
66,70,119,141,164,266,269,278
42,51,143,170,246,358,443,480
127,145,220,231,235,286,332,401
34,39,188,273,285,374,380,465
34,37,56,88,159,202,384,498
26,70,126,187,296,321,377,420
44,183,185,277,334,384,440,456
33,63,141,238,313,320,378,463
31,114,188,226,344,433,453,474
29,59,147,151,326,410,411,494
56,83,85,87,105,334,379,401
38,119,150,190,191,193,298,350
141,148,170,228,322,326,404,412
2,86,158,241,253,265,299,475
3,20,71,182,190,280,286,441
38,119,171,237,279,355,394,452
33,50,161,223,298,301,432,473
20,151,183,304,319,348,401,413
164,171,185,229,282,346,388,428
24,34,120,227,259,286,297,318
23,73,112,241,248,283,335,350
9,19,148,207,214,457,482,496
12,28,170,272,360,399,432,490
32,44,46,62,127,138,218,246
44,205,257,288,389,394,421,477
34,113,134,183,229,345,372,379
0,26,46,65,198,403,420,465
56,83,239,317,402,405,420,492
96,182,274,292,304,349,434,454
215,237,268,286,340,382,477,483
2,85,162,169,285,386,415,428
22,33,57,152,261,335,411,414
56,168,199,221,322,378,434,456
10,46,192,210,253,384,388,409
124,134,157,219,242,337,378,432
32,61,167,197,255,321,379,443
70,106,236,258,278,385,394,415
127,155,201,260,261,344,426,484
137,159,197,222,267,341,408,413
1,102,152,273,344,398,475,480
16,49,84,129,288,399,434,484
44,60,97,303,317,424,443,473
6,33,144,149,193,203,299,379
21,70,95,138,315,341,371,480
9,81,129,330,332,353,386,486
5,170,303,384,409,430,447,482
32,68,127,275,315,346,394,489
50,159,232,237,271,376,448,485
44,87,94,129,131,170,363,411
48,51,197,284,309,330,337,431
6,44,76,148,156,197,305,347
5,35,53,149,150,157,160,348
6,116,130,219,222,331,421,457
10,135,168,233,284,349,404,416
60,66,128,272,409,471,484,487
7,59,67,88,195,214,255,460
13,229,262,298,365,366,416,464
15,135,137,250,268,282,302,430
84,305,338,357,368,387,395,439
43,123,355,379,386,411,433,481
25,81,124,294,324,333,368,424
28,68,220,317,318,376,391,470
92,169,278,337,390,407,446,466
2,35,133,178,208,365,441,462
36,71,72,211,445,458,471,499
1,30,62,131,210,370,371,406
37,49,59,70,85,195,288,363
6,95,139,148,198,204,220,478
22,76,107,167,203,330,366,382
128,245,254,292,295,380,441,458
95,118,218,225,230,291,343,385
8,102,145,207,210,365,425,436
34,198,328,378,428,432,477,480
84,145,151,180,224,331,400,441
18,67,187,191,248,257,275,434
16,85,128,318,364,418,430,481
91,121,153,179,221,287,383,433
57,94,148,180,234,281,284,481
9,173,216,284,303,382,405,444
153,202,212,257,260,318,357,411
23,55,92,210,212,236,333,409
104,142,183,297,336,352,361,390
27,82,127,154,202,212,228,447
111,123,271,278,365,380,436,457
47,134,246,252,254,266,388,420
16,155,183,315,322,358,412,453
49,81,86,220,273,321,395,403
65,87,144,181,286,290,323,373
32,163,305,332,359,369,392,445
5,93,104,142,162,247,331,340
49,54,109,127,240,313,324,407
0,69,164,208,250,281,318,449
48,119,334,362,363,417,418,470
60,88,177,209,352,417,474,479
11,157,217,233,416,417,485,487
34,131,191,221,226,294,386,398
99,100,207,274,309,430,458,492
4,35,169,321,337,371,439,455
46,130,226,230,241,284,420,468
45,96,208,232,272,299,380,386
37,52,128,155,181,292,404,497
132,202,223,260,281,387,394,459
80,168,202,214,358,370,445,473
8,38,149,249,310,341,431,464
149,195,248,379,411,416,420,458
226,292,302,308,377,419,496,497
1,47,167,183,226,262,381,497
44,78,328,329,336,405,452,492
3,101,146,248,290,302,390,499
106,139,141,213,220,359,441,469
9,159,276,288,299,304,345,496
13,212,315,398,409,444,451,486
177,284,330,335,346,376,407,446
73,89,140,266,290,398,439,473
88,108,160,250,269,417,475,482
9,18,100,111,174,348,388,495
51,166,254,280,366,432,433,466
44,65,102,235,240,320,356,484
100,112,170,277,351,383,458,474
55,102,193,210,286,305,314,463
5,12,65,156,237,258,285,454
67,171,186,348,392,416,432,494
63,111,144,191,270,295,445,478
84,117,131,164,183,227,286,485
7,40,86,91,255,318,320,386
62,93,139,242,286,298,305,384
77,173,272,352,372,446,466,499
45,67,175,186,233,384,426,480
86,232,259,281,296,304,363,417
7,56,108,218,235,244,465,466
6,55,73,75,104,322,380,419
1,34,96,125,152,282,307,336
126,170,201,226,291,361,367,410
20,85,141,164,226,246,470,494
