52,133,342,408,410,436
53,63,183,245,446,493
77,114,248,315,484,496
87,254,266,331,355,482
118,145,185,270,304,306
37,183,288,363,409,422
56,151,298,455,463,482
22,230,263,398,458,495
97,139,369,414,468,471
134,241,277,312,411,468
133,195,259,271,336,477
138,175,224,260,327,346
32,139,245,315,433,498
17,210,214,297,369,479
63,270,370,421,454,471
55,76,275,299,303,371
37,156,232,316,385,421
17,115,208,370,448,463
45,128,172,209,222,256
8,24,36,284,364,376
40,114,177,328,401,438
19,50,115,194,439,457
6,7,33,54,324,407
19,48,63,333,404,457
50,78,216,247,472,484
170,344,362,369,407,465
99,125,130,300,315,436
195,237,329,333,368,412
63,82,146,321,387,469
103,122,183,189,338,404
170,174,186,200,236,453
60,140,221,260,342,346
178,192,243,270,426,479
13,213,236,347,393,472
63,88,187,199,364,398
21,151,402,433,462,470
28,251,381,430,452,495
31,264,267,386,429,475
27,94,103,222,276,392
37,84,172,224,299,424
189,209,221,280,295,394
14,332,344,392,438,492
41,221,227,321,423,424
146,208,245,296,405,490
79,116,326,405,443,462
113,123,166,355,385,461
44,135,151,171,180,416
37,152,199,315,392,484
28,225,376,387,408,466
88,100,105,295,322,424
48,209,224,406,426,429
41,78,88,130,269,498
67,99,135,349,370,492
21,32,117,142,296,483
10,65,83,86,261,365
14,47,59,152,154,407
