d2,d1,value,time_div
0,14,0.5,0.5036498109776043
1,14,0.5,0.46246952718324846
2,14,0.6,0.49846004616134115
3,14,0.9,0.39480769914333963
4,14,0.6,0.6501655153234903
5,14,0.2,0.4157287622543081
6,14,0.8,0.6761999850088469
7,14,0.3,0.6754095140221311
8,14,0.9,0.7432824183753765
9,14,1.0,0.5823077392587895
10,14,0.4,0.544448685692501
11,14,0.3,0.6476313474153289
12,14,1.0,0.5450198535512581
13,14,0.7,0.6008594183679687
0,15,0.4,0.5638341101036022
1,15,0.6,0.709468051651437
2,15,0.7,0.599175411861723
3,15,0.9,0.4830103862981756
4,15,0.2,0.5956550376180473
5,15,0.3,0.5059269926773361
6,15,0.4,0.6310349529940535
7,15,0.3,0.7199470955779863
8,15,0.9,0.5933799288485716
9,15,0.3,0.6842682803728009
10,15,0.7,0.4823597436405826
11,15,0.2,0.6430853464054325
12,15,0.0,0.5860414321117037
13,15,0.4,0.7669606408867398
14,15,0.2,0.5103233715231533
0,16,0.4,0.742846398232694
1,16,0.0,0.48199533129491684
2,16,0.0,0.6467941649445721
3,16,0.7,0.5214201508117646
4,16,0.1,0.6228870239306717
5,16,0.7,0.48426014293726644
6,16,0.1,0.5184754891646371
7,16,0.1,0.3770774471447943
8,16,0.5,0.5757823456534266
9,16,0.1,0.5711919892343535
10,16,1.0,0.6047308614167476
11,16,0.0,0.7311968426666928
12,16,0.3,0.60154730883625
13,16,0.6,0.5819469707312931
14,16,0.8,0.48641460153810284
15,16,0.0,0.7061028928159753
0,17,0.5,0.5690978550583031
1,17,0.5,0.5262550302312223
2,17,0.3,0.6561057088017799
3,17,0.3,0.6133826759176544
4,17,0.0,0.5689714475702392
5,17,1.0,0.5864069808541355
6,17,0.8,0.6662457977221272
7,17,0.7,0.5499889666861755
8,17,0.2,0.6891043663696383
9,17,0.0,0.5891078538484085
10,17,0.4,0.5806213093854524
11,17,0.0,0.7095513878077915
12,17,0.8,0.5269839813576498
13,17,0.3,0.5757509293004968
14,17,0.5,0.5380195137232171
15,17,0.5,0.49728976526432217
16,17,0.3,0.6127050475131761
0,18,0.9,0.5826918249003014
1,18,0.6,0.5811574304933447
2,18,0.6,0.7555044661436813
3,18,0.2,0.6242723561655016
4,18,0.8,0.46456612793688723
5,18,0.4,0.7084394115714862
6,18,0.7,0.5448955348230574
7,18,0.0,0.5853421882496368
8,18,0.1,0.4851268527009887
9,18,0.5,0.5970145363705514
10,18,0.3,0.6032407114164634
11,18,0.3,0.5331089882219608
12,18,0.9,0.3778788591186941
13,18,1.0,0.6640825395237703
14,18,1.0,0.6038008227352579
15,18,0.5,0.5521741621171666
16,18,0.9,0.4247263822581113
17,18,0.2,0.6606737462938971
0,19,0.5,0.7194309596310757
1,19,0.0,0.5348478526949149
2,19,0.6,0.4864886641267283
3,19,0.9,0.4267236766300595
4,19,0.0,0.6801165693602225
5,19,0.4,0.534277830491163
6,19,0.8,0.5975083534122047
7,19,0.0,0.5754452197100691
8,19,0.7,0.72492314497358
9,19,0.7,0.5645240976974157
10,19,1.0,0.5982075619406231
11,19,0.8,0.3262693724204982
12,19,0.9,0.6346369527839161
13,19,0.4,0.3959416066028827
14,19,0.8,0.6019580629284493
15,19,1.0,0.5998700689018538
16,19,0.6,0.3756403852385005
17,19,0.0,0.827359176866342
18,19,0.4,0.5787636262324928
0,20,1.0,0.6413500910188338
1,20,0.4,0.7141840626599739
2,20,0.7,0.47518442734558475
3,20,0.2,0.5264871960869213
4,20,1.0,0.6392921132322176
5,20,0.7,0.4284229012124769
6,20,1.0,0.6188063933880807
7,20,0.2,0.6231887676746446
8,20,0.2,0.4565747956257963
9,20,0.9,0.6097514831651978
10,20,0.1,0.4898308576943827
11,20,0.2,0.38477350809050004
12,20,0.2,0.5162087984869441
13,20,0.7,0.6416491833401546
14,20,0.8,0.7153031762542317
15,20,0.5,0.8205034656707982
16,20,1.0,0.6305878700947455
17,20,0.5,0.6109143066540096
18,20,0.6,0.5678621876996311
19,20,0.4,0.4567053116480678
0,21,0.8,0.5176317043845273
1,21,0.8,0.599528773219615
2,21,0.6,0.5451893611183309
3,21,0.6,0.6932005308875808
4,21,0.6,0.544451971337219
5,21,0.0,0.7475182287605616
6,21,0.5,0.4310530111145603
7,21,0.6,0.5661624016989761
8,21,0.3,0.5319381873434171
9,21,0.3,0.5904539359933186
10,21,0.0,0.643568206148546
11,21,0.3,0.4828345805053494
12,21,0.5,0.7070045526219997
13,21,0.4,0.5650592322912926
14,21,0.6,0.647157375690363
15,21,0.9,0.4822967658903916
16,21,0.0,0.6323809333980075
17,21,0.5,0.5479020264811494
18,21,0.7,0.540856914425862
19,21,0.2,0.5565945958742332
20,21,0.7,0.6375178705281903
0,22,0.8,0.7089648018307
1,22,0.6,0.43613219593230734
2,22,0.4,0.5962711608412219
3,22,0.9,0.6329909967234972
4,22,0.6,0.30591047304198404
5,22,0.9,0.6335831879866036
6,22,0.7,0.4981534989196374
7,22,0.8,0.6130206186014105
8,22,1.0,0.34120635060870363
9,22,0.1,0.5916602819307238
10,22,0.9,0.8200209079252843
11,22,0.1,0.3425723166306486
12,22,0.9,0.7100937787588978
13,22,0.4,0.5325314182806632
14,22,0.8,0.47783915738069216
15,22,0.0,0.6910295175325962
16,22,0.0,0.5683524630586542
17,22,0.5,0.5132371717172827
18,22,0.5,0.6573850706741231
19,22,0.6,0.5421100322700284
20,22,0.6,0.5760219582770888
21,22,0.3,0.5021219007056105
0,23,0.7,0.6032616422897603
1,23,0.7,0.7012007796491927
2,23,0.2,0.5637245164789734
3,23,1.0,0.6452730649371208
4,23,0.8,0.5949245638736315
5,23,0.9,0.7822191646903672
6,23,0.2,0.47374459589086826
7,23,0.6,0.6696321776941163
8,23,0.8,0.4405416288014058
9,23,0.1,0.5792972942379218
10,23,0.1,0.539777049457974
11,23,0.1,0.5770761728751537
12,23,0.8,0.521414885641254
13,23,0.8,0.6874003071480753
14,23,0.0,0.4838329264394534
15,23,0.7,0.5707754671489422
16,23,0.2,0.5301234644676138
17,23,0.6,0.4652753455698971
18,23,0.7,0.5658891078053844
19,23,0.6,0.7094371691592077
20,23,0.6,0.6424007518314881
21,23,0.8,0.7223709207813999
22,23,0.3,0.6037601448405865
0,24,0.4,0.5699905163593699
1,24,0.5,0.6190888517877672
2,24,0.9,0.7055825913897308
3,24,0.6,0.5372277667758975
4,24,0.4,0.7381185004958559
5,24,0.6,0.6038334685720576
6,24,0.3,0.5965181331552196
7,24,0.5,0.5839546308271371
8,24,0.9,0.47904645855713945
9,24,0.7,0.503429799128103
10,24,0.3,0.5320996483371097
11,24,1.0,0.45800710458489585
12,24,0.8,0.7484197477376175
13,24,1.0,0.6980023362541692
14,24,0.3,0.5810365516554914
15,24,0.9,0.4313256281679969
16,24,0.1,0.5371655175294561
17,24,0.8,0.6955077898073762
18,24,0.3,0.5318359625691623
19,24,1.0,0.5843688454740599
20,24,0.2,0.6556709406384128
21,24,0.1,0.4259856810010121
22,24,0.2,0.7217366612842683
23,24,0.2,0.48520675149367387
0,25,0.3,0.5298998226202338
1,25,1.0,0.7180335567331659
2,25,0.5,0.501797481604374
3,25,0.8,0.543845001068803
4,25,0.6,0.7613566373719589
5,25,0.4,0.768949330696603
6,25,0.4,0.5822569876633938
7,25,0.9,0.746021538153835
8,25,0.0,0.3034514447014747
9,25,0.7,0.5158967077683003
10,25,0.0,0.4140309264724624
11,25,0.1,0.6308052385109332
12,25,1.0,0.637620617647488
13,25,0.7,0.40917584219059366
14,25,0.4,0.5945724607108803
15,25,1.0,0.41757016060574437
16,25,0.8,0.7050099921686641
17,25,0.3,0.6498183197199873
18,25,0.3,0.4359656886874729
19,25,0.4,0.47999267088672815
20,25,0.5,0.346899317045574
21,25,1.0,0.6655516889923209
22,25,1.0,0.573731746240646
23,25,0.2,0.6429960437014948
24,25,0.6,0.5281645697393966
0,26,0.9,0.6179909062772417
1,26,0.8,0.7086310597835287
2,26,0.4,0.6623082571541803
3,26,0.2,0.6339660036470625
4,26,0.5,0.41700936687735024
5,26,0.2,0.5058952448654713
6,26,0.0,0.6802068403212015
7,26,0.7,0.5312456180947959
8,26,0.4,0.31988622283924667
9,26,0.9,0.5105300318748978
10,26,0.0,0.5489414432952281
11,26,0.8,0.471802516463651
12,26,0.1,0.5119317507278384
13,26,0.3,0.6624090662592683
14,26,1.0,0.4838613026044419
15,26,0.8,0.7619224795903635
16,26,0.1,0.6985917480349599
17,26,0.4,0.7321139901675
18,26,0.8,0.7087991766930113
19,26,0.5,0.6545716494389223
20,26,0.4,0.32202989453618847
21,26,0.0,0.4815518053976423
22,26,0.8,0.6001430997751892
23,26,0.2,0.38002903439983826
24,26,0.1,0.3507529729191517
25,26,0.6,0.6295468354795741
0,27,0.0,0.5163261266263259
1,27,0.3,0.5673754815323442
2,27,0.5,0.5996322870344578
3,27,0.2,0.5518969814470064
4,27,0.8,0.5358544124505629
5,27,0.8,0.6332533097900702
6,27,0.8,0.5812473921196493
7,27,0.0,0.5181546519338139
8,27,0.7,0.6553678727329364
9,27,0.1,0.5809391872667911
10,27,0.9,0.46086713390458645
11,27,1.0,0.4918126014983523
12,27,0.9,0.5539718011358276
13,27,0.1,0.6136219537974187
14,27,0.6,0.6039828035680659
15,27,0.0,0.564764679462004
16,27,0.7,0.4956262288600573
17,27,0.3,0.6063138382411131
18,27,0.7,0.6568867491005986
19,27,0.5,0.6069160547191615
20,27,0.9,0.48899051033864843
21,27,0.3,0.7316693436224984
22,27,0.5,0.6048800333047066
23,27,1.0,0.29666494943901023
24,27,0.1,0.7105777858009361
25,27,0.7,0.3126395563282187
26,27,0.3,0.6896529344954363
0,28,0.4,0.6204156391334323
1,28,0.7,0.5294422976823373
2,28,0.9,0.5967880245193192
3,28,0.9,0.6323396736050086
4,28,0.1,0.3887877038819441
5,28,0.4,0.6400737554830706
6,28,0.9,0.829099204446919
7,28,0.4,0.3922905126081842
8,28,0.0,0.5706724201598384
9,28,0.4,0.6339413746080627
10,28,0.1,0.49234709526707143
11,28,0.3,0.5500402995878394
12,28,0.7,0.6176789739829106
13,28,0.3,0.4733423390605902
14,28,0.0,0.576682987476791
15,28,0.1,0.4581272994089216
16,28,0.7,0.4796303344842555
17,28,0.1,0.550847773427765
18,28,0.0,0.5831201952847704
19,28,0.8,0.500561869044955
20,28,0.2,0.6125789184166129
21,28,0.1,0.5345105428872624
22,28,0.1,0.49180820980089063
23,28,0.2,0.6110403415557125
24,28,0.5,0.5579420976793055
25,28,0.1,0.5756106421835716
26,28,0.7,0.31344842103472664
27,28,0.8,0.6137076305280715
0,29,0.4,0.5687919558569722
1,29,0.1,0.5773075676446654
2,29,0.4,0.6110990703929651
3,29,0.5,0.44925730389556506
4,29,0.5,0.46391300224814674
5,29,0.2,0.5262982002315896
6,29,0.8,0.6426135997511458
7,29,0.6,0.6723055033803066
8,29,0.5,0.5123652133810709
9,29,0.7,0.640772590750748
10,29,0.9,0.4237208011802358
11,29,0.2,0.5112279778323763
12,29,0.0,0.5742432569758795
13,29,0.3,0.5046147469006899
14,29,0.1,0.5926788872199455
15,29,0.7,0.6613375495533098
16,29,0.3,0.7504302551188443
17,29,0.4,0.5314733928015076
18,29,0.2,0.6432428884370336
19,29,0.0,0.6209860099167777
20,29,0.1,0.516977771714292
21,29,0.9,0.6264314237121721
22,29,0.9,0.4775247537697979
23,29,0.5,0.7032164814872329
24,29,0.4,0.5446672540339021
25,29,0.0,0.4382455525803992
26,29,1.0,0.6568591307595042
27,29,0.1,0.5415418640276876
28,29,0.4,0.7228576115201939
0,30,0.1,0.4578892269542765
1,30,0.1,0.6896325833848247
2,30,1.0,0.5150711013924266
3,30,0.9,0.6208474845698257
4,30,1.0,0.5401331422824646
5,30,0.9,0.6406379938740638
6,30,0.2,0.5768161586102339
7,30,0.0,0.4137804379289128
8,30,0.5,0.5904993660914722
9,30,0.4,0.28506250302023967
10,30,0.1,0.4993371195303146
11,30,0.7,0.6495894847305577
12,30,0.8,0.598102204321077
13,30,0.9,0.5349563511170521
14,30,0.2,0.6918918128188322
15,30,0.7,0.6935406376238367
16,30,0.2,0.5999672198984974
17,30,0.7,0.6485880664723283
18,30,0.8,0.6489437418278844
19,30,0.5,0.4679222449763101
20,30,0.3,0.4492524281623303
21,30,1.0,0.5278362484680074
22,30,0.3,0.39097456897457294
23,30,0.3,0.4128453544559612
24,30,0.9,0.6806794896702983
25,30,1.0,0.7162133655385556
26,30,0.4,0.6435597863721085
27,30,0.2,0.6124333551516608
28,30,0.7,0.5920654651614817
29,30,0.9,0.4199098779819104
0,31,0.2,0.6056168998450713
1,31,0.4,0.588359936411138
2,31,0.6,0.501346739817435
3,31,0.5,0.599819464114725
4,31,0.3,0.5051164540046587
5,31,0.7,0.6325837729030368
6,31,0.8,0.5468579618966003
7,31,0.7,0.5331681931010142
8,31,0.9,0.6026471344884695
9,31,1.0,0.5081579692099091
10,31,0.6,0.5773832379105459
11,31,0.2,0.636715159980096
12,31,0.2,0.477251603576713
13,31,0.5,0.35734044556393874
14,31,0.6,0.3796594571971121
15,31,0.8,0.6576662219598995
16,31,0.6,0.5809393415075437
17,31,0.3,0.6029752439299215
18,31,1.0,0.6811935279708841
19,31,1.0,0.6911943647210156
20,31,0.0,0.546630223091744
21,31,0.2,0.5810140921623903
22,31,0.7,0.6397246485185608
23,31,0.3,0.47341106864772026
24,31,0.1,0.5104441823517215
25,31,0.9,0.4536592446924247
26,31,0.1,0.6997291137347073
27,31,0.3,0.5871150105147411
28,31,0.9,0.7670227941802727
29,31,0.3,0.4166102883400708
30,31,0.8,0.5489199400566918
0,32,0.5,0.6132407170289896
1,32,0.7,0.5841534021022636
2,32,0.4,0.646660749661529
3,32,0.2,0.6482926870717539
4,32,0.6,0.6459358136793433
5,32,0.7,0.42440461000328533
6,32,0.6,0.7937564712743888
7,32,0.2,0.4606817073828964
8,32,0.3,0.6166179629595716
9,32,0.7,0.6802313471361962
10,32,0.1,0.7384195787930625
11,32,0.5,0.5011514524729968
12,32,0.9,0.6330942544373741
13,32,0.4,0.3842287624289593
14,32,0.0,0.4772816779878333
15,32,0.7,0.5381561430145024
16,32,0.4,0.6455901401788724
17,32,0.3,0.6466259717572951
18,32,0.9,0.6038578562288618
19,32,1.0,0.6790044200267751
20,32,0.9,0.7144845752417317
21,32,0.0,0.3798678567429279
22,32,0.2,0.4451171946813778
23,32,0.6,0.6252442687344377
24,32,0.6,0.5540805449914483
25,32,0.5,0.7221942319177305
26,32,0.2,0.33672173015623824
27,32,0.7,0.3986316758634352
28,32,0.8,0.42284711386813756
29,32,0.5,0.5516687726103788
30,32,0.7,0.49154950655116525
31,32,0.1,0.5817172344750045
0,33,0.1,0.6208930195614271
1,33,1.0,0.6852004639362312
2,33,0.9,0.5302935602060066
3,33,1.0,0.5439162880722312
4,33,0.8,0.6763983294355254
5,33,0.5,0.4965130866159819
6,33,0.0,0.717109642083495
7,33,1.0,0.6092253807233943
8,33,0.7,0.5687312464338187
9,33,0.8,0.42874272209717296
10,33,0.7,0.43962749155484765
11,33,0.1,0.6801522237951445
12,33,0.4,0.5027904152209486
13,33,0.4,0.653560416623046
14,33,0.7,0.6666106084965429
15,33,0.8,0.7310585065824571
16,33,0.7,0.6727551441953554
17,33,0.0,0.5520730354862428
18,33,0.5,0.6352294072924356
19,33,0.0,0.5930145561109135
20,33,0.1,0.6927200312852698
21,33,0.6,0.547255660471914
22,33,0.1,0.623208851010744
23,33,0.9,0.4313896546181505
24,33,0.1,0.529729603763537
25,33,0.4,0.6055596075144878
26,33,0.2,0.5932015249358014
27,33,0.1,0.5646707691089974
28,33,0.6,0.4872304364840496
29,33,0.2,0.5088376109082836
30,33,0.0,0.5182471277145084
31,33,0.9,0.600253258615488
32,33,0.5,0.6772598657630194
0,34,1.0,0.4500131168752503
1,34,0.8,0.609869974604637
2,34,0.5,0.7435495541254467
3,34,0.6,0.5583950306918682
4,34,0.5,0.6069959292647475
5,34,0.8,0.6502137781769146
6,34,0.1,0.5023694093455084
7,34,0.1,0.6608694842911096
8,34,0.5,0.6423726855626162
9,34,0.7,0.5765850742281361
10,34,0.1,0.5675572364425824
11,34,0.6,0.5018777174019257
12,34,0.4,0.4335039980907157
13,34,0.6,0.5618810803674293
14,34,0.6,0.4866583825637428
15,34,0.2,0.4762389364331318
16,34,0.6,0.3761071480447059
17,34,1.0,0.6494015940460134
18,34,0.2,0.5855507672727547
19,34,0.2,0.5723628181790671
20,34,0.8,0.7415355924874796
21,34,0.0,0.7019919296628614
22,34,0.3,0.5234688248340976
23,34,0.2,0.6037364706936333
24,34,0.3,0.6324332716346004
25,34,0.1,0.5836581421295935
26,34,0.0,0.40236579803027195
27,34,0.8,0.6403490890146729
28,34,0.2,0.7491964782558409
29,34,0.7,0.596511061951393
30,34,0.5,0.674469068333206
31,34,0.9,0.6616740386076374
32,34,0.8,0.6109492186532243
33,34,0.8,0.611005944330307
0,35,0.5,0.4321245025560735
1,35,0.0,0.5502920154218689
2,35,0.5,0.47497375016679877
3,35,0.4,0.6414934690630482
4,35,0.1,0.6206498851189985
5,35,0.3,0.565698857005395
6,35,0.1,0.6701708628725848
7,35,0.5,0.6248347208784623
8,35,0.9,0.5359441982730007
9,35,0.7,0.6824734092080935
10,35,0.1,0.5869207071900661
11,35,0.2,0.5582610642400163
12,35,0.9,0.6831559832943154
13,35,1.0,0.5044757391040668
14,35,0.1,0.5255005713379546
15,35,1.0,0.5484852509217928
16,35,0.2,0.39771389462592366
17,35,0.9,0.6072128641466765
18,35,0.6,0.8155669672537755
19,35,1.0,0.7250950203699615
20,35,0.0,0.6235343478836733
21,35,0.5,0.5564273407476769
22,35,0.3,0.5394531890639086
23,35,0.8,0.5812783798932866
24,35,0.7,0.4968721771058628
25,35,0.1,0.5035881789354414
26,35,0.1,0.3906880047678556
27,35,0.8,0.5201547952626805
28,35,0.1,0.4776975380805879
29,35,0.3,0.5011983442565703
30,35,0.8,0.5932070189131924
31,35,0.3,0.6744176835789297
32,35,0.7,0.44830891985189386
33,35,0.7,0.6307811169572953
34,35,0.7,0.6208029584644964
0,36,0.1,0.48367322263600304
1,36,0.7,0.5742027813836754
2,36,0.2,0.5255042071418885
3,36,0.1,0.665696522798679
4,36,0.4,0.5370194217133397
5,36,0.6,0.593406905160918
6,36,0.1,0.5897229428501314
7,36,1.0,0.6074254352082336
8,36,0.4,0.6387158609942116
9,36,0.6,0.47476711688922235
10,36,0.8,0.7000206664294453
11,36,0.6,0.5845881839549448
12,36,0.4,0.6012696599776002
13,36,1.0,0.4638720464591497
14,36,0.0,0.4667964731260176
15,36,0.3,0.4586480808818325
16,36,1.0,0.7081783452245578
17,36,0.8,0.4653963700470877
18,36,0.4,0.5965623209521592
19,36,0.2,0.7140395966889841
20,36,0.7,0.4596433380752374
21,36,0.6,0.576933618475543
22,36,0.3,0.5509799452774694
23,36,1.0,0.638097714409714
24,36,0.9,0.6008459665110633
25,36,0.4,0.5293506271916413
26,36,0.8,0.5287470331521618
27,36,0.2,0.3884769280270841
28,36,0.5,0.46832053694036174
29,36,0.9,0.6382649350381184
30,36,0.4,0.5656252914580674
31,36,0.1,0.5173148916607889
32,36,0.2,0.6361324190434415
33,36,0.8,0.6065199003995267
34,36,0.3,0.45331083929979415
35,36,0.0,0.602225412926236
0,37,0.6,0.5561817098584844
1,37,0.7,0.5966787703465982
2,37,0.5,0.5756544773518366
3,37,0.7,0.6061046066259576
4,37,0.5,0.4981058258853791
5,37,0.1,0.6109803844360286
6,37,0.6,0.7263875693240178
7,37,0.0,0.42486204780011594
8,37,0.1,0.5049464657717051
9,37,0.7,0.6004720233642965
10,37,0.0,0.5862786137423329
11,37,0.7,0.7205146300554566
12,37,0.5,0.4313983857329867
13,37,0.4,0.6993345577434373
14,37,1.0,0.5263058908048281
15,37,0.1,0.4778833429557964
16,37,1.0,0.5550348232188297
17,37,1.0,0.6118986180686872
18,37,0.6,0.5812825263086853
19,37,0.3,0.6254744268107322
20,37,0.2,0.5039915438764938
21,37,0.3,0.3435471397522274
22,37,0.4,0.5275393289055723
23,37,0.3,0.5769592248484424
24,37,0.1,0.6286192394785981
25,37,0.1,0.5068565052277706
26,37,0.2,0.5589005313749866
27,37,0.2,0.4918324696179699
28,37,0.0,0.5536496065246227
29,37,0.3,0.6199643647031966
30,37,0.8,0.5635250017888948
31,37,0.2,0.6746013429584534
32,37,0.2,0.6233414832376452
33,37,0.9,0.6379653439020575
34,37,0.8,0.6711514972806112
35,37,0.6,0.5784184875459797
36,37,0.0,0.6105403603394335
0,38,0.7,0.3396397588951444
1,38,0.2,0.5731983768235612
2,38,0.9,0.5389690614015785
3,38,0.4,0.3942190659316368
4,38,0.0,0.5208300238694242
5,38,0.5,0.705696518221254
6,38,0.3,0.7627255737971552
7,38,0.4,0.4398890929295417
8,38,0.9,0.6087785165745613
9,38,0.5,0.5686389179449249
10,38,0.3,0.4825750562085861
11,38,0.5,0.5009367118031193
12,38,0.4,0.3994829314165792
13,38,0.1,0.586656302811604
14,38,0.6,0.5150831493045
15,38,0.4,0.6837882921763843
16,38,0.7,0.5796302969885118
17,38,0.8,0.4618571849967731
18,38,0.4,0.6065868568579756
19,38,0.5,0.6653166688936322
20,38,0.4,0.49716593234262796
21,38,0.0,0.6285745571180884
22,38,0.0,0.5946516483214156
23,38,0.9,0.6173384759942874
24,38,0.7,0.528059001283047
25,38,0.9,0.3667790717932986
26,38,0.9,0.5914519580714204
27,38,0.0,0.7078185974534127
28,38,0.2,0.4698869988567073
29,38,0.4,0.5885017200433394
30,38,0.8,0.6767349641710326
31,38,0.8,0.7207044317247288
32,38,0.5,0.31496391034303706
33,38,0.2,0.5720900560726845
34,38,0.8,0.43211900873870934
35,38,0.8,0.7065248280458969
36,38,0.8,0.5766960075078614
37,38,0.2,0.4362607925654769
0,39,0.0,0.6810027978752764
1,39,0.9,0.5778933220642033
2,39,0.4,0.6407625002389158
3,39,0.8,0.45280344212725965
4,39,0.8,0.5173104367000779
5,39,0.0,0.5715697231748427
6,39,0.3,0.6221196604559179
7,39,0.0,0.6599963058504987
8,39,0.2,0.44588069817196463
9,39,1.0,0.6982487805980289
10,39,0.1,0.6219936880979652
11,39,0.9,0.5859286159491803
12,39,0.2,0.5904164447387392
13,39,0.0,0.6881960224709281
14,39,1.0,0.5862397326633705
15,39,0.4,0.47812369942205435
16,39,0.9,0.4550164645215816
17,39,0.3,0.4864902503205637
18,39,0.3,0.7260677344949111
19,39,0.9,0.41281895151950787
20,39,0.9,0.6419618001302767
21,39,0.7,0.330544715874144
22,39,0.9,0.6646847969005132
23,39,0.3,0.6436592787191907
24,39,0.4,0.5214694912300206
25,39,0.1,0.47503348848829025
26,39,0.8,0.5672103478773348
27,39,0.1,0.5552191854067434
28,39,0.7,0.5457737958011014
29,39,0.5,0.5572587307753764
30,39,0.8,0.5897476677904124
31,39,0.6,0.5295754293911068
32,39,0.6,0.6727083291885019
33,39,1.0,0.7537784351142451
34,39,1.0,0.6338905213103638
35,39,0.8,0.6202573225102295
36,39,0.8,0.4884127228471046
37,39,0.2,0.6631039982676825
38,39,0.5,0.6674132685629045
0,40,1.0,0.6033243913917374
1,40,0.3,0.5565152419190036
2,40,0.6,0.5792580014356887
3,40,0.5,0.5609623024374107
4,40,0.5,0.30068457299190804
5,40,0.1,0.5381194230333258
6,40,0.7,0.48240415612966303
7,40,0.3,0.757078524041118
8,40,0.9,0.5870775702043628
9,40,0.9,0.6706438358263018
10,40,0.7,0.7176795495678159
11,40,0.7,0.720768513443307
12,40,0.7,0.5343074551589736
13,40,0.6,0.7149962842887133
14,40,0.6,0.6076267999378837
15,40,0.3,0.6889863951344783
16,40,0.5,0.6502186620063811
17,40,0.9,0.5692747009851425
18,40,0.6,0.6254531918857607
19,40,0.5,0.6398783092468303
20,40,0.3,0.7270779886153853
21,40,0.1,0.5809739001990147
22,40,0.9,0.4159728926947498
23,40,0.1,0.5539056517038502
24,40,0.6,0.5712917066500387
25,40,0.8,0.5391615130422279
26,40,0.9,0.6202092762491795
27,40,0.9,0.6674444705693782
28,40,0.6,0.7523582517453847
29,40,0.0,0.6408346223881167
30,40,0.4,0.6552724636270171
31,40,0.9,0.5002906379866596
32,40,0.1,0.7189503688166795
33,40,0.8,0.5853921066101956
34,40,0.7,0.7004827468336748
35,40,0.5,0.47848392340668583
36,40,0.1,0.547381427648877
37,40,1.0,0.41872621181142766
38,40,0.4,0.6030116598234769
39,40,0.6,0.5586997539307166
0,41,0.4,0.6925453928355326
1,41,0.0,0.3866238010384681
2,41,0.2,0.4817756420873613
3,41,0.8,0.5576411198552832
4,41,0.2,0.6742145614990588
5,41,0.7,0.6038845118105314
