d,value,time_rel
117,0.9,0.5536606731952187
118,0.4,0.6251521174760136
119,0.9,0.41436193334078814
120,0.8,0.5244980399349604
121,0.9,0.6741658564575562
122,0.1,0.5349890461172663
123,0.4,0.6547064269662041
124,0.7,0.534327031115495
125,0.3,0.7578818848709525
126,0.8,0.8701026129884009
127,0.7,0.62635856769689
128,0.2,0.3786262114106671
129,0.9,0.4417123646552432
130,0.6,0.5035744327486155
131,0.8,0.5606572041647909
132,0.8,0.6019068961681217
133,0.9,0.70504446962673
134,0.6,0.5376776552399881
135,0.8,0.509462320555997
136,1.0,0.6802679400646138
137,0.7,0.6840140011713796
138,0.0,0.6919478737415482
139,0.2,0.5568245448313176
140,0.6,0.8334127446004651
141,0.5,0.560141445874397
142,0.0,0.6337258602463615
143,0.2,0.4475671509747663
144,0.1,0.6253832316752364
145,0.1,0.48736846318341676
146,0.2,0.4976118686350906
147,0.8,0.7387245164591723
148,0.1,0.5854138682176172
149,0.6,0.6621260571864106
150,0.0,0.5949352063631246
151,0.4,0.5639302444647116
152,0.7,0.6346710519895596
153,0.0,0.5959220925566782
154,0.5,0.7208662116235596
155,0.9,0.5447926429570074
156,0.1,0.5420348227204003
157,0.5,0.5797199808176468
158,0.2,0.4507636122459273
159,0.2,0.5247701973988705
160,0.7,0.7355527721720263
161,0.4,0.5263664129536654
162,0.8,0.5712904270346741
163,0.2,0.5759759949582494
164,0.7,0.6082316477879591
165,0.3,0.5245145391473978
166,0.7,0.5775006070481004
167,0.0,0.5057992204551769
168,0.0,0.6538017762402235
169,0.3,0.5815124154944896
170,0.2,0.4910897465491914
171,0.4,0.5192593340816142
172,0.7,0.6342733320453036
173,0.8,0.50414734537282
174,0.6,0.6191307054972444
175,0.4,0.6320240679230155
176,0.9,0.42649796198199086
177,0.0,0.21557382772822092
178,0.5,0.4417178077033553
179,0.5,0.4259520832441071
180,0.5,0.6307706964410751
181,0.2,0.5649785205167808
182,0.2,0.6222657178960039
183,0.4,0.47447221764003544
184,0.4,0.5271386740222904
185,0.9,0.6102619036783921
186,0.1,0.5003415679290271
187,0.7,0.489408444608472
188,0.0,0.6374074754485801
189,0.0,0.5743348009824556
190,1.0,0.5791288609234422
191,0.2,0.5767713707600215
192,0.1,0.6011979971459062
193,0.9,0.6201274524580446
194,0.2,0.5309908169579882
195,0.8,0.7057999017056193
196,0.9,0.5858708239340746
197,0.5,0.7335713156811031
198,0.8,0.4539029956937466
199,0.9,0.6524396044888334
200,1.0,0.46026048956745463
201,0.1,0.6654999525344185
202,0.9,0.5514482871288188
203,0.7,0.5014317005835605
204,0.5,0.569396530841506
205,0.3,0.5640058867104907
206,1.0,0.4396441224886327
207,0.1,0.5778289947087958
208,0.6,0.5996926703044537
209,1.0,0.7293720193127101
210,0.1,0.5362529683111527
211,0.3,0.63178472207149
212,0.9,0.6651396405780218
213,0.8,0.7479638111066229
214,0.7,0.3796590369111462
215,1.0,0.46729110103625504
216,0.2,0.5146510753130292
217,0.0,0.572729479610996
218,0.0,0.6104533526785271
219,0.7,0.5859461677510768
220,0.5,0.5030387848825385
221,0.2,0.6507108169151042
222,0.7,0.7134216509960005
223,1.0,0.5759524076525788
224,1.0,0.48133728479706667
225,0.5,0.29100479024109743
226,0.1,0.6206833503560395
227,0.4,0.6830681347048455
228,0.9,0.620748522962991
229,1.0,0.6680191445410582
230,0.3,0.5880792075002239
231,1.0,0.5318647732661255
232,0.6,0.6245509634105813
233,0.8,0.5654056030976788
234,0.2,0.6655366303607041
235,0.0,0.5464948032330615
236,1.0,0.5547606858285274
237,0.7,0.6235666037894531
238,0.8,0.43589638584546636
239,0.5,0.6468423871986191
240,0.0,0.4383521561462278
241,0.4,0.5338486614903563
242,0.8,0.45212598023260675
243,0.5,0.6275518799896953
244,0.0,0.6201594095689428
245,1.0,0.5596486190431945
246,0.2,0.4911054447573016
247,0.5,0.5867608045027883
248,0.6,0.5162476711475714
249,0.6,0.5554984963306299
250,0.4,0.6336135010816213
251,0.7,0.7643236145581691
252,0.7,0.5204077941206168
253,0.6,0.6631381021692307
254,0.0,0.48117232660633047
255,0.0,0.7426119657733228
256,0.9,0.4988885882177648
257,0.8,0.5155385854949228
258,0.4,0.5372442645761691
259,0.5,0.49017664313175935
260,0.4,0.48013132597005803
261,0.4,0.5604448409617243
262,1.0,0.4709591165080448
263,0.6,0.6164826601551133
264,0.8,0.4490950773961845
265,0.2,0.5950283343844919
266,0.1,0.7324109756508355
267,0.1,0.6835197905116076
268,0.2,0.706922516229435
269,0.8,0.607985232225922
270,0.3,0.687792041898587
271,0.3,0.47279706355392415
272,0.6,0.31941138773263816
273,0.5,0.5222038189774816
274,0.6,0.6196287801404274
275,1.0,0.620891427177573
276,0.5,0.5921704499574395
277,0.5,0.5531526339377573
278,1.0,0.7380639620337079
279,0.2,0.5926440662591984
280,0.7,0.45177753399491466
281,0.0,0.632415115157891
282,0.5,0.6037833052718612
283,0.1,0.5430192306806438
284,1.0,0.6186825586749655
285,0.5,0.6864623344431522
286,0.0,0.5376210376911822
287,0.5,0.47877315994826775
288,0.8,0.5142227574285032
289,0.8,0.6059879326308406
290,0.7,0.6309417521379297
291,0.9,0.47071590633809945
292,0.4,0.5511693577385673
293,0.9,0.47051780105369173
294,0.6,0.5014498129765538
295,0.8,0.6086619926020095
296,1.0,0.6819042053498643
297,0.9,0.5766771271309286
298,0.3,0.613181622801821
299,0.1,0.5350119741271536
300,0.7,0.4207991422136067
301,0.0,0.5556147361149892
302,0.4,0.6338766035059036
303,0.8,0.5228921113619043
304,0.8,0.35407371525975084
305,0.8,0.5474694646152357
306,0.7,0.45305145137027825
307,1.0,0.6572763701075514
308,0.5,0.6079307358284525
309,1.0,0.5974549404743089
310,0.3,0.4503421294475032
311,0.2,0.5443223573883681
312,0.8,0.6919840067330227
313,0.9,0.5899309043067014
314,0.4,0.591778750044445
315,0.0,0.502706155233377
316,0.4,0.6410375159608547
317,0.7,0.6154677811013423
318,0.7,0.4767803140336936
319,0.3,0.3176362167208901
320,0.3,0.5943107469145068
321,0.6,0.5745166238103968
322,0.6,0.5141160707117732
323,0.2,0.5395156033364297
324,0.1,0.43990879782209025
325,0.2,0.5744095703219042
326,0.2,0.4969168595573735
327,0.6,0.5080516845258003
328,0.7,0.5670001930623295
329,0.8,0.6259120802831509
330,0.2,0.48931895908809386
331,0.5,0.4677180653583326
332,0.7,0.6146517841787298
333,0.0,0.34505956253238845
334,0.7,0.4678947496596698
335,0.6,0.6167430936521628
336,0.4,0.46198075788321485
337,0.4,0.438432174826054
338,0.4,0.5033064490546868
339,0.7,0.4879576808960661
340,1.0,0.5503334335470721
341,0.6,0.535825424157958
342,0.2,0.5471464633238504
343,0.0,0.5608642333770562
344,0.4,0.45833442406125857
345,0.8,0.46386473317473903
346,0.5,0.6134673902251865
347,0.1,0.5619046326326134
348,0.3,0.5975011727584658
349,0.1,0.5390532815081502
350,0.6,0.552905826179679
351,0.0,0.6114672977098834
352,0.4,0.701362841012408
353,0.5,0.4443038916316614
354,0.6,0.5561195355321693
355,0.8,0.5224676737264624
356,0.4,0.5814745046921982
357,0.1,0.48572157799915333
358,0.8,0.514667319735504
359,0.2,0.5011449564927786
360,0.1,0.4328755185120842
361,0.8,0.5698571282588508
362,0.9,0.5403797846788889
363,0.9,0.5693866044555865
364,0.1,0.7525059083252654
365,1.0,0.5423677894347178
366,0.2,0.46909176415948967
367,0.2,0.5140196797700001
368,0.9,0.5541435676455768
369,0.7,0.7345300246681059
370,0.1,0.6579081387547311
371,0.4,0.4244525327756825
372,0.2,0.5665131722898459
373,0.4,0.506924430023487
374,0.4,0.4977323588264764
375,0.0,0.6378752147434226
376,0.5,0.41301725912192233
377,0.2,0.542688201908447
378,0.1,0.5920282708083288
379,1.0,0.39480751722628027
380,0.1,0.48148748889534115
381,0.6,0.6073839983209727
382,0.9,0.50867832717304
383,0.4,0.5898118838810346
384,0.2,0.45960021288553665
385,0.8,0.47752057831120065
386,0.2,0.5158317348487278
387,0.6,0.5064268739655357
388,1.0,0.7523287195300898
389,0.1,0.5713965356132619
390,0.2,0.48155499848356564
391,0.3,0.5862008431152146
392,0.5,0.6544472941613015
393,1.0,0.6726504491151594
394,0.3,0.5507287942051546
395,0.7,0.6521275793161422
396,0.4,0.44503652975641805
397,0.9,0.627774541903268
398,0.4,0.45758625378499995
399,1.0,0.35141541777788554
400,0.4,0.5945635466006294
401,1.0,0.571396943469441
402,0.9,0.38026802414651706
403,0.9,0.6638466286388197
404,0.9,0.48872065295594497
405,0.6,0.41401468836554894
406,0.7,0.5716681171707837
407,0.1,0.5211704057289249
408,0.3,0.5011535302045942
409,0.5,0.6370514782155019
410,0.9,0.33771751842191133
411,0.9,0.7325660560818521
412,1.0,0.6452870279891467
413,0.7,0.5300669662386827
414,0.4,0.7433351140745855
415,0.8,0.5947755536249306
416,0.0,0.6049885764865037
417,0.0,0.5905522348235751
418,0.4,0.5585994290393328
419,0.7,0.7216487151014006
420,0.2,0.7193792232237762
421,0.4,0.47244612175348866
422,1.0,0.5328396206469495
423,0.1,0.6539371915660219
424,0.2,0.5741343982746651
425,0.8,0.3944456321251004
426,0.0,0.6074199337030294
427,0.3,0.6957558831345897
428,0.5,0.6125508890063663
429,0.8,0.46300121674868416
430,1.0,0.8033061377714866
431,0.2,0.40697626944716747
432,0.9,0.6114075842635176
433,0.6,0.7391086372548129
434,0.4,0.7169551472299092
435,0.9,0.5369922546236384
436,0.8,0.5934202472400427
437,0.5,0.48408048158048755
438,0.6,0.48816668691406606
439,0.9,0.5524198095595497
440,0.5,0.5971563545953441
441,0.8,0.5568413604857471
442,0.5,0.4252401496854953
443,0.8,0.4617614037634724
444,0.3,0.5013640005334979
445,0.3,0.7496471610693329
446,0.0,0.7005268263173134
447,0.0,0.44497977100032565
448,0.9,0.4672622881385991
449,1.0,0.5554884457160524
450,0.1,0.6874307097318959
451,0.1,0.7222642983469646
452,0.8,0.40930843043431553
453,0.4,0.5101992988809442
454,0.9,0.5885488055129139
455,0.8,0.5912849060677732
456,0.9,0.44800254684161067
457,0.2,0.6263594985726123
458,0.2,0.4418624723710205
459,0.0,0.5153067736494314
460,0.0,0.5002202132243225
461,0.9,0.6983671361193418
462,1.0,0.6516407024530955
463,0.0,0.5432173030869727
464,0.8,0.5530935572916034
465,0.8,0.6864306869598649
466,0.2,0.42941201733688217
467,0.1,0.47737895922177115
468,0.8,0.647710947963565
469,0.5,0.44117062244530486
470,0.4,0.3205783130741213
471,0.1,0.5244190171483115
472,0.5,0.5104566253114291
473,0.7,0.6131892128576315
474,1.0,0.4602338738185829
475,0.2,0.5802943753532529
476,1.0,0.6329684025575297
477,0.8,0.41168119546533877
478,0.5,0.6452309667703011
479,0.4,0.5569469727653448
480,0.7,0.5901732821775799
481,0.1,0.5135690106218226
482,0.4,0.5840680430701024
483,0.2,0.6391374846146783
484,0.2,0.5278154034946018
485,0.7,0.5763678842435968
486,0.1,0.6400030480285481
487,0.2,0.5534200461583851
488,0.5,0.6897359967804662
489,0.3,0.5352600193819022
490,0.0,0.6253450366988746
491,0.0,0.5492285015010334
492,0.2,0.5504957573233015
493,0.9,0.6014554532057643
494,0.6,0.5867294975832131
495,0.9,0.507970869929654
496,0.4,0.6195384727937732
497,0.5,0.5348515559328009
498,0.7,0.44294909617652606
499,0.4,0.530089851958856
500,0.9,0.45023181666874257
501,0.9,0.5067712204471192
502,1.0,0.529113473477877
503,0.3,0.5674194749108291
504,0.0,0.7615511143750925
505,0.7,0.4522550209919246
506,0.5,0.5455760073270284
507,0.7,0.7371429037673304
508,0.9,0.5205973036041158
509,0.2,0.5837683834922905
510,0.5,0.45775023533876985
511,0.3,0.441647408234534
512,0.1,0.4046742285173601
513,0.7,0.7419334187708299
514,0.8,0.5329562312170086
515,0.6,0.7130298536014188
516,0.2,0.6637189840685028
517,0.5,0.6126813926476984
518,0.0,0.46644296332876367
519,0.2,0.5388049075767967
520,0.3,0.5180566656484696
521,1.0,0.4930709982395832
522,0.2,0.7387599529334566
523,0.6,0.5519298752912207
524,0.2,0.6738589348135838
525,1.0,0.6816854845040072
526,0.1,0.5074003826769177
527,0.2,0.5129466375149756
528,0.0,0.6822705511996875
529,0.8,0.4056885331084037
530,0.6,0.4575382193378758
531,0.6,0.6120649871278823
532,0.3,0.5145241881759625
533,0.3,0.6049588000350418
534,0.2,0.7850831896233093
535,0.9,0.5939257219961064
536,0.9,0.5842332646227365
537,0.9,0.4946894180001345
538,0.4,0.5748671889707054
539,0.7,0.5622848188586675
540,0.4,0.504098309819162
541,1.0,0.5177716365633063
542,0.6,0.5742909100491511
543,0.5,0.502945412105502
544,0.0,0.5099504033711301
545,0.0,0.6023586239747956
546,0.5,0.7156118837699772
547,0.6,0.5899912497012287
548,0.5,0.5949892285203172
549,0.9,0.5939679497036485
550,0.5,0.46505622910635225
551,0.4,0.6700133318010413
552,0.9,0.680078399521706
553,0.6,0.4694119628119754
554,0.4,0.4406665201323048
555,0.9,0.5089026655938172
556,0.9,0.8111086315176822
557,1.0,0.600270455140714
558,0.8,0.608448957513845
559,1.0,0.622045388445192
560,1.0,0.7229332239601247
561,0.3,0.6013013620326586
562,0.8,0.5176040368365774
563,0.7,0.4957359873554666
564,0.3,0.5905275947149363
565,0.9,0.6419414496613611
566,0.2,0.6451818921238816
567,0.7,0.41725740685135715
568,0.2,0.5428627158016343
569,0.8,0.8202589860656931
570,0.0,0.6599290569297545
571,0.9,0.7775712925956383
572,0.7,0.5922063039548757
573,0.4,0.5949160163837499
574,0.2,0.6503006213756335
575,0.9,0.4808273418575282
576,0.7,0.631195333187083
577,0.6,0.5573862210168491
578,0.3,0.6470544455569665
579,0.9,0.6054672463711218
580,0.0,0.7873095022830098
581,0.7,0.6552081065028605
582,0.5,0.6292845258739305
583,0.6,0.5674713869076782
584,0.0,0.6201782161151447
585,0.6,0.5136831351195875
586,0.9,0.832318996687023
587,1.0,0.547580685436597
588,0.4,0.47114112243747386
589,0.2,0.497953833294015
590,0.2,0.6652193639402716
591,0.3,0.5954760423680676
592,0.3,0.5461278352081944
593,0.2,0.5653270858706703
594,0.9,0.450851605044634
595,0.7,0.6985723206590648
596,0.6,0.2922078819881367
597,0.8,0.7498402613905057
598,1.0,0.5106620530702535
599,0.2,0.6291628408781659
600,0.6,0.53246982667381
601,0.9,0.6123293539293175
602,0.1,0.6846502868029765
603,0.2,0.6077760363300035
604,1.0,0.626942847013829
605,0.7,0.5567718948213383
606,0.0,0.7135782146827806
607,0.2,0.5737543529837299
608,0.7,0.4821692238438498
609,0.2,0.4905239515385056
610,0.0,0.6304044052744828
611,0.2,0.5919813448949226
612,0.4,0.6809619335147341
613,0.9,0.6549558442722283
614,0.5,0.5241958525998829
615,0.8,0.552279522923024
616,0.5,0.6578475387453181
617,0.5,0.5161161342602818
618,1.0,0.583458973662086
619,0.7,0.5666865691448496
620,0.2,0.5939500411577329
621,0.2,0.4062667192436097
622,0.6,0.6108708754232847
623,0.3,0.5370537989187371
624,0.2,0.46990732547194136
625,0.4,0.6053158438701043
626,0.9,0.6722228562625557
627,0.6,0.47877146709922314
628,0.6,0.6458394055619726
629,0.5,0.5940058265086418
630,0.5,0.5864938114372971
631,1.0,0.6621866048679145
632,0.9,0.8314434409091029
633,0.3,0.5513380400476336
634,0.7,0.41952394140181726
635,0.9,0.7096573930318386
636,1.0,0.544974521163676
637,1.0,0.47554174684196265
638,0.7,0.5475579829428229
639,0.9,0.6911200565509434
640,0.9,0.45551096123002077
641,0.2,0.72642122325138
642,0.6,0.4074845591635654
643,0.5,0.5956272933376985
644,0.0,0.4469310879272256
645,0.9,0.6901973222265504
646,0.2,0.686423028406557
647,0.8,0.8096596391787643
648,0.8,0.6055456942164356
649,0.9,0.742082613567631
650,0.1,0.5900041993572556
651,0.6,0.5230504538223195
652,0.3,0.49828515558825126
653,0.9,0.6290854498096502
654,0.9,0.7374767507963015
655,1.0,0.4530693975097483
656,0.9,0.53332465903205
657,0.0,0.654150826421787
658,0.3,0.5224273880042085
659,0.4,0.5195708709041169
660,0.3,0.7386695443814353
661,0.1,0.6203135743531442
662,0.4,0.6229252614457446
663,0.3,0.49417698228330303
664,0.7,0.7151775898278476
665,0.9,0.6256360687911169
666,0.3,0.508312738566065
667,0.4,0.637030330807304
668,0.4,0.8072940968259836
669,0.1,0.5876559835570155
670,0.5,0.6312869202760182
671,0.1,0.57975477206611
672,0.6,0.31582028926255673
673,0.4,0.7431050671660435
674,0.9,0.6418779425358592
675,0.2,0.3780453433661213
676,0.4,0.4857289614916993
677,0.7,0.46872772047068484
678,0.8,0.6323938187566336
679,0.9,0.6533795482336813
680,0.5,0.5588999008323133
681,0.4,0.6880037654484962
682,0.8,0.4715791069442014
683,0.9,0.6448448722423945
684,0.7,0.8122626180215228
685,0.3,0.540903779781989
686,0.1,0.6084776120327233
687,0.2,0.6686575310720094
688,0.4,0.5674580624809166
689,0.1,0.44826815838547807
690,0.4,0.7853423591574133
691,0.9,0.6840976529330915
692,0.6,0.5657464111276495
693,0.7,0.6535984345918234
694,0.5,0.6275299073355863
695,0.8,0.205883650734485
696,1.0,0.5243380972150796
697,0.1,0.4667539986853345
698,0.5,0.649369513230919
699,0.3,0.6359354546809661
700,0.7,0.6769573473744199
701,0.8,0.6015654770187321
702,0.7,0.437169408999038
703,1.0,0.7323807473270008
704,0.5,0.4645132022304536
705,0.7,0.4980946977172963
706,0.8,0.5986492802283405
707,0.2,0.5524260894659817
708,0.8,0.6016559351657892
709,0.5,0.6934658513654772
710,0.9,0.5487167639787269
711,0.9,0.7077632118459278
712,0.7,0.6723674040414324
713,0.9,0.5603312237119252
714,0.7,0.6128816208549377
715,0.4,0.5287178681995378
716,0.7,0.6174950117730631
717,0.5,0.7121747810888299
718,0.9,0.6397009997433508
719,0.6,0.48376150524442063
720,0.7,0.5591611062331053
721,0.0,0.5158322788652661
722,0.8,0.5603732685568331
723,0.5,0.6904340369091805
724,0.5,0.6221316580920693
725,0.5,0.5766739394932976
726,0.2,0.6296610460630334
727,0.4,0.5868039015335577
728,0.5,0.5779914503844968
729,0.8,0.5287707397220311
730,0.7,0.5675101764290509
731,0.4,0.5414258009441343
732,0.9,0.3366770059418088
733,0.7,0.6476801079477255
734,0.8,0.5532924001647882
735,0.1,0.5602926294596923
736,0.2,0.39669938161378127
737,0.1,0.5090830554241764
738,0.6,0.6018216370668146
739,0.7,0.5547070768296611
740,0.1,0.5192173696088217
741,0.3,0.5062896934437847
742,0.5,0.5456544485533824
743,1.0,0.563862273907465
744,0.6,0.3445324988610605
745,0.0,0.6194484657978341
746,0.9,0.446936173140759
747,0.3,0.5754804377677728
748,0.3,0.4724840381437266
749,0.7,0.4783060522972663
750,0.9,0.5204489553508592
751,0.2,0.6615021084114827
752,0.8,0.7890674721683308
753,0.7,0.6031665322080572
754,0.2,0.33000173096429963
755,0.4,0.4799528327460837
756,0.2,0.7944544357265714
757,0.8,0.5300064159453651
758,0.1,0.5689195912517322
759,0.2,0.520417603753297
760,0.3,0.6868541476234764
761,0.9,0.6732518908339936
762,0.3,0.4879093658348183
763,0.6,0.5921487216747263
764,0.2,0.7325400204204581
765,0.5,0.5605980468389323
766,0.7,0.7032533192986472
767,0.9,0.4683507486034784
768,1.0,0.588367599655307
769,1.0,0.4336647288608856
770,0.6,0.6182339027659576
771,0.8,0.5363525755267031
772,0.9,0.6209885428760601
773,0.5,0.6920393148839572
774,0.7,0.569866261627631
775,0.2,0.6367068287203367
776,0.6,0.404539807162218
777,0.0,0.6384368163032678
778,0.7,0.5586432016999734
779,0.2,0.5660149055652542
780,0.4,0.5717172790310323
781,0.7,0.37619281681137806
782,0.9,0.5320364206734183
783,0.9,0.5460440217920227
784,0.0,0.5831808401593227
785,0.7,0.5894608231183518
786,0.3,0.5651778521160924
787,1.0,0.5289489496600772
788,0.9,0.5553675874535157
789,0.0,0.7166749598163811
790,0.0,0.5468476541390428
791,0.8,0.43562221471971774
792,1.0,0.5097895983845567
793,0.0,0.6999520106482248
794,0.4,0.6088317193153618
795,0.2,0.7707811254110346
796,0.3,0.47911899879939046
797,0.8,0.45517238409571753
798,0.2,0.8370799825669657
799,0.5,0.4725493548900299
800,0.3,0.5581642909596738
801,1.0,0.5104133557783137
802,0.1,0.47191389828505775
803,0.2,0.4942062635864583
804,0.7,0.7064304769368734
805,0.6,0.4695228527524388
806,0.0,0.7076065248730996
807,0.2,0.6018078306384758
808,0.8,0.6405640475912051
809,0.5,0.5438417604510261
810,0.3,0.46199125056332496
811,0.3,0.6293933090261664
812,0.4,0.5901423796039073
813,1.0,0.5405655944915655
814,0.6,0.5891041087382689
815,0.3,0.660448263081878
816,0.9,0.530627639314058
817,0.9,0.5250677797285244
818,0.3,0.7907288407472676
819,0.8,0.6812604392231075
820,0.1,0.5539605506952906
821,0.7,0.5437387364003086
822,0.2,0.6438168930509771
823,0.0,0.6216894626538944
824,0.2,0.46765917976174187
825,0.5,0.7203050641587402
826,0.5,0.43221242324596754
827,0.9,0.489283499646989
828,0.6,0.6910686131675641
829,0.4,0.5986371497458642
830,0.2,0.40952377009704766
831,0.6,0.7291804479459492
832,1.0,0.5216567055326828
833,1.0,0.40481992076550133
834,0.3,0.7660002830167281
835,0.9,0.562195374259547
836,0.8,0.5478339585507759
837,0.7,0.7943133329307035
838,0.1,0.6537883375365063
839,0.7,0.5570200857932088
840,0.4,0.5929854904292896
841,0.5,0.559877559510239
842,0.0,0.5354081656962585
843,0.3,0.5355271707445038
844,0.4,0.49027922756402786
845,0.5,0.5197769065768381
846,0.1,0.5242537877961289
847,0.4,0.5721229723758394
848,0.1,0.6077792877746732
849,0.2,0.5485917029643163
850,1.0,0.6568341162507637
851,0.1,0.6646433393833407
852,0.0,0.5134690629942924
853,0.2,0.5041869389242504
854,0.2,0.44951028149909755
855,0.0,0.527237885225242
856,0.6,0.5887448154848535
857,0.6,0.579905972468975
858,0.2,0.7170830797920072
859,0.6,0.6130481899025976
860,1.0,0.5595560165783706
861,0.4,0.48767069667572455
862,1.0,0.46436379879481887
863,0.7,0.5276630084036631
864,0.5,0.46259167842710414
865,1.0,0.4821045525398915
866,0.5,0.7018859855760959
867,0.3,0.718897276627376
868,0.2,0.48470975578906633
869,0.0,0.45858880699419957
870,0.0,0.6336316714073273
871,0.6,0.6002996121982137
872,0.6,0.7629391992965985
873,0.6,0.6351810282059407
874,0.5,0.40848629806114145
875,0.3,0.6570623192064117
876,0.5,0.35958712701901546
877,0.3,0.4327126790928587
878,0.6,0.5711451467349944
879,0.1,0.5830401224335949
880,0.2,0.5192367113238846
881,1.0,0.6212127255050718
882,0.3,0.5969651487243739
883,0.1,0.5885767425126625
884,0.5,0.508451513384482
885,0.3,0.7280493733684807
886,0.3,0.6202807872511515
887,0.9,0.5160382369188615
888,0.7,0.6286959721414458
889,0.2,0.6276155651648426
890,0.2,0.6108985073298081
891,0.7,0.32842832440988234
892,0.2,0.5490170720141799
893,0.0,0.6791375388852683
894,0.0,0.38401653087011955
895,0.7,0.44101575146273697
896,0.2,0.38419583872000873
897,0.8,0.5919871135068906
898,0.9,0.45371922770335893
899,0.3,0.7081529069880665
900,0.5,0.5951984325898195
901,0.6,0.5503586062281648
902,0.5,0.48085068170647166
903,0.1,0.6017977924035856
904,0.9,0.6304842643538062
905,0.7,0.4951586646062537
906,0.3,0.6429587406183597
907,0.2,0.6992076815448499
908,0.3,0.347753994872979
909,0.3,0.7671426514754978
910,0.7,0.5967297336956192
911,1.0,0.5548755917117135
912,0.5,0.4846343538550262
913,0.7,0.5805909929481465
914,0.9,0.5446097724752399
915,0.0,0.5452884115502923
916,0.7,0.2806574716282986
917,0.9,0.5775335683657152
918,0.3,0.5775037509283093
919,0.5,0.6938962762682146
920,0.0,0.6980559198546982
921,0.0,0.5112925451729109
922,0.2,0.4955127804769205
923,0.4,0.45214876018163236
924,0.8,0.5593085628049747
925,0.4,0.3575226498315039
926,0.6,0.6521975527643036
927,0.9,0.623734361139709
928,0.9,0.5481655859476499
929,0.1,0.4594926894202513
930,0.5,0.6648762439522887
931,0.0,0.4469990925414391
932,0.1,0.49428203468046383
933,0.0,0.5186595416115093
934,0.6,0.5273393458552189
935,0.8,0.451373773858837
936,1.0,0.5781248047256363
