d2,d1,value,time_div
10,18,0.7,0.7118470668792725
11,18,0.7,0.5032720565795898
12,18,0.5,0.5226349830627441
13,18,0.7,0.7149958610534668
14,18,0.4,0.5131030082702637
15,18,0.7,0.511620044708252
16,18,0.5,0.6160931587219238
17,18,0.5,0.6337170600891113
0,19,0.8,0.5404529571533203
1,19,0.5,0.8726329803466797
2,19,0.8,0.6137449741363525
3,19,0.8,0.6135349273681641
4,19,0.7,0.512164831161499
5,19,0.8,0.6136038303375244
6,19,0.5,0.7186779975891113
7,19,0.5,0.6126220226287842
8,19,0.5,0.6141049861907959
9,19,0.4,0.5130231380462646
10,19,0.5,0.61421799659729
11,19,0.5,0.5129919052124023
12,19,0.6,0.6133649349212646
13,19,0.8,0.6155190467834473
14,19,0.5,0.6371920108795166
15,19,0.5,0.7954351902008057
16,19,0.7,0.518092155456543
17,19,0.6,0.7123520374298096
18,19,0.8,0.6122951507568359
0,20,0.7,0.9228150844573975
1,20,0.6,0.694378137588501
2,20,0.5,0.6396369934082031
3,20,0.6,0.714724063873291
4,20,0.2,0.817457914352417
5,20,0.5,0.8214111328125
6,20,0.7,0.6154758930206299
7,20,0.8,0.7150471210479736
8,20,0.7,0.6130588054656982
9,20,0.5,0.7167351245880127
10,20,0.8,0.6186277866363525
11,20,0.7,0.6101889610290527
12,20,0.7,0.5638091564178467
13,20,0.6,0.6651880741119385
14,20,0.5,0.5975580215454102
15,20,0.5,0.6021218299865723
16,20,0.5,0.5123810768127441
17,20,0.3,0.6443309783935547
18,20,0.7,0.6137950420379639
19,20,0.7,0.7176520824432373
0,21,0.7,0.6128027439117432
1,21,0.5,0.6080479621887207
2,21,0.5,0.6206910610198975
3,21,0.7,0.661815881729126
4,21,0.5,0.6766562461853027
5,21,0.5,1.0173640251159668
6,21,0.8,0.7216928005218506
7,21,0.6,0.608795166015625
8,21,0.7,0.5767960548400879
9,21,0.7,0.5521597862243652
10,21,0.8,0.6132290363311768
11,21,0.5,0.6039528846740723
12,21,0.5,0.6232712268829346
13,21,0.3,0.8232812881469727
14,21,0.7,0.6122758388519287
15,21,0.7,0.6123559474945068
16,21,0.7,1.9472336769104004
17,21,0.5,0.717249870300293
18,21,0.7,0.6152040958404541
19,21,0.7,0.5117311477661133
20,21,0.8,0.6136007308959961
0,22,0.5,0.7145640850067139
1,22,0.4,1.1275370121002197
2,22,0.6,0.71909499168396
3,22,0.7,0.714818000793457
4,22,0.7,0.822113037109375
5,22,0.6,0.816688060760498
6,22,0.7,0.7158670425415039
7,22,0.7,1.1286709308624268
8,22,0.7,0.7155890464782715
9,22,0.5,0.7228138446807861
10,22,0.6,1.1142361164093018
11,22,0.7,0.7258529663085938
12,22,0.8,0.714285135269165
13,22,0.7,0.8183581829071045
14,22,0.8,1.0243449211120605
15,22,0.7,0.7208192348480225
16,22,0.5,1.2240991592407227
17,22,0.5,0.7194349765777588
18,22,0.6,0.7145001888275146
19,22,0.5,0.7168362140655518
20,22,0.2,0.723607063293457
21,22,0.8,1.0222280025482178
0,23,0.5,0.5074360370635986
1,23,0.7,0.512671947479248
2,23,0.7,1.022230863571167
3,23,0.7,0.5117170810699463
4,23,0.5,0.6167407035827637
5,23,0.6,0.6128079891204834
6,23,0.7,0.5155489444732666
7,23,0.7,2.2500479221343994
8,23,0.7,0.5117001533508301
9,23,0.6,0.6136419773101807
10,23,0.8,0.5148541927337646
11,23,0.5,0.5096120834350586
12,23,0.5,0.6148066520690918
13,23,0.6,0.5115728378295898
14,23,0.8,1.4339749813079834
15,23,0.6,0.6136870384216309
16,23,0.7,0.6142659187316895
17,23,0.7,0.7186129093170166
18,23,0.8,0.6147100925445557
19,23,0.6,0.5102519989013672
20,23,0.6,0.6138989925384521
21,23,0.4,0.6144387722015381
22,23,0.5,0.6176037788391113
0,24,0.5,0.7152500152587891
1,24,0.6,0.5448610782623291
2,24,0.7,0.5838708877563477
3,24,0.8,0.7139501571655273
4,24,0.7,0.613569974899292
5,24,0.5,0.5140199661254883
6,24,0.5,0.6139919757843018
7,24,0.6,0.6134111881256104
8,24,0.7,0.6135869026184082
9,24,0.4,0.6139817237854004
10,24,0.6,0.6148200035095215
11,24,0.5,0.7175171375274658
12,24,0.7,0.6159658432006836
13,24,0.7,0.5107920169830322
14,24,0.3,0.5111031532287598
15,24,0.6,0.5118122100830078
16,24,0.7,0.47974300384521484
17,24,0.6,0.5438697338104248
18,24,0.7,0.6144740581512451
19,24,0.7,0.5126709938049316
20,24,0.7,0.5121831893920898
21,24,0.4,0.510901927947998
22,24,0.2,0.6146390438079834
23,24,0.7,0.8282077312469482
0,25,0.5,0.5043580532073975
1,25,0.7,0.6137938499450684
2,25,0.5,0.518265962600708
3,25,0.5,0.5060567855834961
4,25,0.6,0.5072751045227051
5,25,0.6,0.49634814262390137
6,25,0.7,0.5305788516998291
7,25,0.5,0.5143747329711914
8,25,0.6,0.612652063369751
9,25,0.7,0.5166940689086914
10,25,0.3,0.6102430820465088
11,25,0.5,0.6146869659423828
12,25,0.5,0.6153988838195801
13,25,0.5,0.5139632225036621
14,25,0.7,0.6109802722930908
15,25,0.5,0.5131359100341797
16,25,0.7,0.5105462074279785
17,25,0.7,0.5178329944610596
18,25,0.5,0.5079631805419922
19,25,0.7,0.6133949756622314
20,25,0.7,0.6138889789581299
21,25,0.7,0.5123341083526611
22,25,0.8,0.6140098571777344
23,25,0.4,0.5101540088653564
24,25,0.7,0.6159350872039795
0,26,0.4,0.717872142791748
1,26,0.8,0.7169039249420166
2,26,0.3,0.7172880172729492
3,26,0.7,0.6119239330291748
4,26,0.6,0.718512773513794
5,26,0.6,0.8192148208618164
6,26,0.5,0.615487813949585
7,26,0.5,0.7183041572570801
8,26,0.5,0.7149338722229004
9,26,0.5,0.7173302173614502
10,26,0.8,0.7149617671966553
11,26,0.5,0.7364990711212158
12,26,0.8,0.6982903480529785
13,26,0.7,0.7158281803131104
14,26,0.7,0.5993168354034424
15,26,0.7,0.7322869300842285
16,26,0.7,0.9963619709014893
17,26,0.6,0.6447632312774658
18,26,0.7,0.7139780521392822
19,26,0.8,0.7200419902801514
20,26,0.4,0.7136149406433105
21,26,0.5,0.7160210609436035
22,26,0.4,0.9233582019805908
23,26,0.5,0.6161489486694336
24,26,0.5,0.7132251262664795
25,26,0.4,1.024526834487915
0,27,0.3,0.5712902545928955
1,27,0.7,0.5558876991271973
2,27,0.5,0.511472225189209
3,27,0.8,0.6150960922241211
4,27,0.8,0.6155436038970947
5,27,0.2,0.5747718811035156
6,27,0.7,0.5505659580230713
7,27,0.7,0.6148660182952881
8,27,0.5,0.5112819671630859
9,27,0.7,0.6132559776306152
10,27,0.7,0.5666921138763428
11,27,0.7,0.5633196830749512
12,27,0.5,0.6124260425567627
13,27,0.8,0.5146760940551758
14,27,0.7,0.5198919773101807
15,27,0.6,0.6024127006530762
16,27,0.5,0.513972282409668
17,27,0.7,0.61283278465271
18,27,0.8,0.7165398597717285
19,27,0.5,0.7162959575653076
20,27,0.5,0.5132322311401367
21,27,0.5,0.5121169090270996
22,27,0.6,0.6135859489440918
23,27,0.8,0.5135657787322998
24,27,0.7,0.612847089767456
25,27,0.5,0.6140439510345459
26,27,0.5,0.5128870010375977
0,28,0.7,0.6135790348052979
1,28,0.5,0.6151211261749268
2,28,0.5,0.5138230323791504
3,28,0.2,0.5100269317626953
4,28,0.8,0.6143538951873779
5,28,0.6,0.5118248462677002
6,28,0.7,0.5133919715881348
7,28,0.5,1.3323609828948975
8,28,0.6,0.61167311668396
9,28,0.8,0.6146039962768555
10,28,0.5,0.614224910736084
11,28,0.6,0.49913597106933594
12,28,0.6,0.5243921279907227
13,28,0.7,1.0251562595367432
14,28,0.6,0.613332986831665
15,28,0.5,0.6136791706085205
16,28,0.5,0.6140179634094238
17,28,0.8,0.7189140319824219
18,28,0.8,0.6144158840179443
19,28,0.5,0.5173718929290771
20,28,0.5,0.7110648155212402
21,28,0.5,0.5136690139770508
22,28,0.5,0.511052131652832
23,28,0.7,1.1254236698150635
24,28,0.7,0.6156892776489258
25,28,0.7,0.6178178787231445
26,28,0.1,0.6101779937744141
27,28,0.7,0.6139769554138184
0,29,0.7,1.2294089794158936
1,29,0.7,1.2285330295562744
2,29,0.7,0.7179217338562012
3,29,0.5,1.2288932800292969
4,29,0.5,0.8196721076965332
5,29,0.3,0.8174912929534912
6,29,0.7,2.149205207824707
7,29,0.5,0.6362438201904297
8,29,0.7,1.2073891162872314
9,29,0.5,1.2288880348205566
10,29,0.5,0.8196640014648438
11,29,0.4,0.9217729568481445
12,29,0.4,0.7169349193572998
13,29,0.8,1.2296857833862305
14,29,0.8,0.7172739505767822
15,29,0.5,2.149754047393799
16,29,0.5,0.8193070888519287
17,29,0.7,1.3151707649230957
18,29,0.5,2.0864999294281006
19,29,0.8,1.1741340160369873
20,29,0.6,1.1887691020965576
21,29,0.3,1.1977970600128174
22,29,0.4,1.3327689170837402
23,29,0.5,0.9266927242279053
24,29,0.5,0.8147420883178711
25,29,0.8,0.7170162200927734
26,29,0.5,1.220202922821045
27,29,0.3,0.7362160682678223
28,29,0.4,1.2175958156585693
0,30,0.7,0.9614360332489014
1,30,0.4,0.6919822692871094
2,30,0.5,0.5292620658874512
3,30,0.7,0.5439329147338867
4,30,0.5,0.660740852355957
5,30,0.5,0.9193451404571533
6,30,0.6,0.49793410301208496
7,30,0.2,0.6302177906036377
8,30,0.5,0.5161647796630859
9,30,0.7,0.6101729869842529
10,30,0.5,0.6160938739776611
11,30,0.5,0.6149759292602539
12,30,0.6,0.5125699043273926
13,30,0.5,0.7177479267120361
14,30,0.5,0.6251330375671387
15,30,0.5,0.607187032699585
16,30,0.7,0.5112571716308594
17,30,0.5,0.5093932151794434
18,30,0.3,0.47097015380859375
19,30,0.7,0.6595180034637451
20,30,0.6,0.6206181049346924
21,30,0.3,0.5281667709350586
22,30,0.8,0.48993682861328125
23,30,0.7,0.6182169914245605
24,30,0.6,0.5095019340515137
25,30,0.6,0.5117061138153076
26,30,0.3,0.6164510250091553
27,30,0.7,0.5890169143676758
28,30,0.5,0.5358982086181641
29,30,0.5,0.616225004196167
0,31,0.7,0.7242090702056885
1,31,0.7,0.7124440670013428
2,31,0.6,0.572310209274292
3,31,0.8,0.5830228328704834
4,31,0.7,0.5789408683776855
5,31,0.8,0.6745810508728027
6,31,0.7,0.5620858669281006
7,31,0.5,1.0189628601074219
8,31,0.7,0.5659887790679932
9,31,0.6,0.667600154876709
10,31,0.7,0.5493180751800537
11,31,0.3,0.579646110534668
12,31,0.5,0.48021721839904785
13,31,0.8,0.5448617935180664
14,31,0.7,0.5061869621276855
15,31,0.7,0.4968860149383545
16,31,0.7,0.5286290645599365
17,31,0.7,0.616117000579834
18,31,0.6,0.6140608787536621
19,31,0.8,0.6117467880249023
20,31,0.7,0.6147608757019043
21,31,0.5,0.7190449237823486
22,31,0.7,0.9210059642791748
23,31,0.8,0.5127849578857422
24,31,0.7,0.6187188625335693
25,31,0.7,0.6123900413513184
26,31,0.7,1.1261961460113525
27,31,0.7,0.5103731155395508
28,31,0.6,0.6145379543304443
29,31,0.6,0.5121557712554932
30,31,0.8,0.6150679588317871
