d,value,time_rel
88,0.2,0.5539006868258894
89,0.1,0.345003595936088
90,0.5,0.6342139115078282
91,0.4,0.5900725018060241
92,0.8,0.49066469523196016
93,0.3,0.5976973550338492
94,0.9,0.5817664760076983
95,0.1,0.39391424514329737
96,1.0,0.43610088483387577
97,0.2,0.5649658417353995
98,0.0,0.5144406969580707
99,0.8,0.5109642924745472
100,0.2,2.2323012351989746
101,0.4,0.5035690541313455
102,0.1,0.6797732337413086
103,0.1,0.47069243195736143
104,0.5,0.5951444411522224
105,0.3,0.6807809526847715
106,0.7,0.5236023677148632
107,1.0,0.5708059689044513
108,0.5,0.5361912958396134
109,0.5,0.5001318618845739
110,0.7,0.5279864799169013
111,0.9,0.6415978661080342
112,0.7,0.7075799644435187
113,0.4,0.625136877198673
114,0.1,0.7318839002057975
115,0.6,0.47201963986208817
116,0.6,0.46534891147745583
117,0.3,0.6129750354117417
118,0.8,0.645849076754748
119,0.3,0.3004479814451348
120,1.0,0.5805277366473973
121,0.6,0.7367848290212804
122,0.8,0.6384736037713331
123,0.5,0.5293513004113429
124,0.1,0.47244447451063504
125,0.1,0.5321368156712352
126,0.6,0.4713672711470267
127,0.7,0.7136377003063106
128,0.5,0.5445339865278913
129,0.0,0.6036992748959766
130,0.4,0.6067970671302827
131,0.2,0.5322396625550637
132,0.4,0.4952260125862349
133,1.0,0.46900315262809017
134,0.1,0.5900202356486198
135,0.2,0.6517440587944578
136,0.5,0.4695721756774329
137,0.8,0.5203509933148247
138,0.0,0.6056209270864149
139,0.3,0.570162690907608
140,0.9,0.63561635548252
141,0.7,0.5891560208983301
142,0.8,0.6311536934737895
143,0.7,0.6213913872291088
144,0.8,0.4523208086884536
145,0.5,0.6491816449959059
146,0.3,0.5608708083114058
147,0.8,0.638046065457064
148,0.1,0.5463891620962678
149,0.2,0.6556010140299909
150,0.7,0.628228790012893
151,1.0,0.6144508268414457
152,0.3,0.6579535049838919
153,0.3,0.5607907909764481
154,0.2,0.6558347418953826
155,0.3,0.43580073744153264
156,0.9,0.5086371833823357
157,0.4,0.6339890618830843
158,0.6,0.5855294093837308
159,0.9,0.6180894696028163
160,0.5,0.6391629708314761
161,0.1,0.542455735230643
162,0.0,0.591091372936894
163,0.9,0.43557489461543886
164,0.7,0.6706288816734013
165,0.8,0.7222002576950574
166,0.1,0.5534747805773036
167,0.6,0.682928932170651
168,0.8,0.6702909251992393
169,0.9,0.6498701878782432
170,1.0,0.5460585365777804
171,0.2,0.5796349747130619
172,1.0,0.46044385792996445
173,0.0,0.5589501258956897
174,0.6,0.5078918190565048
175,0.3,0.45876857719431297
176,0.9,0.5554424850803028
177,0.5,0.46929374952604125
178,0.8,0.47205617239777975
179,0.4,0.6977882468828496
180,0.3,0.5885089524351854
181,0.7,0.5977808002340144
182,0.0,0.5225676368039174
183,0.3,0.5607672484617788
184,0.0,0.6311168674262319
185,1.0,0.6156574709015975
186,0.9,0.49708999673759796
187,0.5,0.62484674108969
188,0.5,0.5316126235429112
189,0.5,0.658596727543
190,0.6,0.6381459495020713
191,0.0,0.4740566173792124
192,0.5,0.7591675885689003
193,0.4,0.46679945160285585
194,0.7,0.4610762602086115
195,0.6,0.5230178772195652
196,0.1,0.7932831313269015
197,0.2,0.7030587362609187
198,0.4,0.5885106452140579
199,1.0,0.5683613858571325
200,0.3,2.5570456981658936
201,1.0,0.505481695243942
202,0.4,0.7446462668247011
203,1.0,0.5452853582488913
204,0.7,0.4304514880252374
205,0.6,0.5775414677801812
206,0.2,0.7380403208242162
207,0.7,0.30102799161809396
208,0.9,0.5221747497457568
209,0.0,0.4725212291583174
210,0.5,0.689875138097078
211,0.9,0.5085040792708599
212,0.3,0.5379872369941129
213,0.9,0.6466405496649978
214,0.7,0.6566655890564488
215,0.3,0.4655051641226069
216,0.1,0.4119059428149071
217,0.4,0.46175726240743736
218,0.1,0.696237259768074
219,0.4,0.6049337223184873
220,0.8,0.6049709006249301
221,0.1,0.5440748487140694
222,0.2,0.4580258525085349
223,0.0,0.6733756101039878
224,0.1,0.7112270097335275
225,0.4,0.6915492922510301
226,0.1,0.5295686589053199
227,1.0,0.5868946264737654
228,0.2,0.6639854117851669
229,0.5,0.4257204102809753
230,0.3,0.6600349767849758
231,0.3,0.7300885931829743
232,0.8,0.5769151842872275
233,0.7,0.7354495561995368
234,0.3,0.6021329843713855
235,0.8,0.4289708091691268
236,0.9,0.7062311546182634
237,0.7,0.7563728969519402
238,0.5,0.4909231987419116
239,0.5,0.5104050003080216
240,0.7,0.4940468068314185
241,0.4,0.6522052313977904
242,0.6,0.588871688854306
243,0.8,0.4811779703465064
244,0.7,0.392303525802144
245,0.0,0.41019732396059916
246,1.0,0.5659403890069689
247,0.4,0.647555550802933
248,0.0,0.5169014299350014
249,0.3,0.6339841801920663
250,0.7,0.5639703232303471
251,0.5,0.49535431110061867
252,0.4,0.586632821008658
253,0.5,0.5005136066182174
254,0.4,0.5804639498356585
255,0.5,0.6860267228426964
256,0.1,0.21969602966442026
257,1.0,0.6268540615448157
258,0.6,0.6131263997584462
259,0.6,0.5496619858657872
260,1.0,0.5758359095769203
261,0.3,0.574552994043666
262,0.3,0.8312314908125759
263,0.1,0.8710433777741837
264,0.1,0.4521800137245493
265,0.2,0.5898604021110734
266,0.9,0.5874437221236326
267,0.1,0.6590750321063449
268,0.5,0.4275343886967058
269,0.0,0.6655515344436312
270,0.5,0.7012851842954888
271,0.5,0.5825932980183773
272,0.0,0.7221524082713092
273,0.9,0.7415369679181127
274,0.8,0.5515786474264354
275,0.6,0.5298070481547187
276,0.5,0.47208983642590463
277,0.9,0.5825913225037295
278,0.8,0.4508500496971614
279,0.9,0.5785685353598002
280,0.8,0.5568140398483904
281,0.5,0.39607333362183106
282,0.5,0.6245920717114872
283,1.0,0.6148996353777104
284,0.9,0.6034748593083676
285,0.5,0.5365426337325523
286,0.0,0.40958302675557384
287,0.1,0.6010988963461036
288,0.4,0.6878847244455021
289,0.1,0.7073737617788843
290,0.9,0.6166080057227806
291,0.7,0.6602067300928752
292,0.3,0.5866039394336823
293,0.1,0.47809149834539644
294,0.5,0.6185514304541929
295,0.5,0.6271390727187992
296,0.7,0.6593878023634911
297,0.0,0.6121080041587299
298,1.0,0.6042251397224725
299,0.8,0.3361638817044179
300,0.9,2.767327070236206
301,0.2,0.39759355962132537
302,0.5,0.6268567233201143
303,0.5,0.5991057696046349
304,0.2,0.5880101560951051
305,0.2,0.6169390827280963
306,1.0,0.5377769103235578
307,0.8,0.44938318188936976
308,0.4,0.5498264504089845
309,0.3,0.5138983684125517
310,0.1,0.5840696295051432
311,0.0,0.5647106784815831
312,0.8,0.536429458831174
313,0.2,0.5262352172927125
314,0.8,0.5271165426096053
315,0.6,0.58595640140271
316,0.5,0.7338499464912849
317,1.0,0.6737821875268342
318,0.9,0.5862958982186014
319,0.8,0.5805299634624145
320,0.7,0.5945163188659326
321,0.8,0.5792940828145992
322,0.7,0.4707051888285175
323,0.9,0.45545653460134083
324,0.5,0.5276253807906649
325,0.7,0.6975899182276982
326,0.4,0.5185527115157096
327,0.9,0.6482949177093686
328,0.7,0.5839738045251881
329,0.2,0.5442750585042125
330,0.9,0.45745917873501846
331,0.4,0.5008484876557927
332,0.1,0.5890187857067466
333,0.5,0.6520473971602697
334,0.1,0.5076491389432966
335,0.5,0.6755724247963997
336,0.3,0.6853054854130268
337,1.0,0.5300963406429442
338,0.2,0.7278119474130357
339,0.5,0.594331026582551
340,0.9,0.576449973208676
341,0.7,0.561550313453777
342,0.0,0.4941468024977478
343,0.5,0.5859448340161121
344,1.0,0.5555944571570632
345,0.6,0.6102977036518673
346,0.5,0.6302345474876845
347,0.6,0.5894581515865828
348,0.1,0.5252576990526405
349,0.9,0.7398161670865262
350,1.0,0.3196079793846306
351,1.0,0.5313004460220125
352,0.9,0.5316437930955068
353,0.7,0.4230119616942117
354,0.9,0.4968943861430891
355,0.6,0.37352376588928593
356,1.0,0.49127147518690606
357,0.7,0.4614549686087383
358,0.6,0.6738065093611885
359,0.8,0.6278033869609457
360,0.6,0.5179442760842349
361,0.8,0.40734300971316106
362,1.0,0.33070320631364947
363,0.5,0.46957274552984907
364,0.8,0.41531140406609235
365,1.0,0.5264328129770498
366,0.8,0.572196210905471
367,0.3,0.48886213627641834
368,0.7,0.7908936802953581
369,0.2,0.5966050824426595
370,0.5,0.5098109219671466
371,0.7,0.6454325623322823
372,0.5,0.5274041049123043
373,0.7,0.5038763217782213
374,0.8,0.5772637810289873
375,0.2,0.5437936227056485
376,0.4,0.41728265776102236
377,1.0,0.4290602668933165
378,0.3,0.8660958856104828
379,0.9,0.5244942457713527
380,0.0,0.6654818411698141
381,0.1,0.6810254438452452
382,0.1,0.7913537813385724
383,0.4,0.5690711342717981
384,1.0,0.6938057350236355
385,0.4,0.48595272174146603
386,0.5,0.7797172621932563
387,1.0,0.44866995801992854
388,0.0,0.6229162911883324
389,0.7,0.8394104623233964
390,0.7,0.747578651964771
391,0.9,0.5727137561727687
392,0.2,0.6774225521386091
393,0.3,0.6508582976107177
394,0.1,0.522236749054031
395,0.0,0.5461366503693655
396,0.5,0.514546756536324
397,0.4,0.5740952863643362
398,0.6,0.4275392022115412
399,0.6,0.6575288672017526
400,0.2,3.579632043838501
401,0.3,0.5865022139786785
402,0.3,0.6965626299552793
403,0.7,0.50323705737643
404,0.6,0.5393468221123874
405,0.6,0.6087086382178599
406,0.9,0.46198008201501667
407,0.1,0.5531674662885733
408,0.4,0.6254056516833891
409,0.3,0.568850421065251
410,0.2,0.5576818225241948
411,0.5,0.550743553903261
412,1.0,0.4752213990745826
413,0.8,0.6786902650236294
414,0.5,0.6657768189289482
415,0.1,0.7198930867335498
416,0.3,0.462890275303643
417,0.6,0.5841551290399797
418,0.6,0.5967513616485337
419,0.5,0.5958753106388304
420,0.7,0.5237696761891045
421,0.5,0.8067711331622806
422,0.8,0.6693800599818768
423,0.1,0.40182043662635225
424,0.6,0.494163220821258
425,0.7,0.49491479033232233
426,0.4,0.3961752858579758
427,0.1,0.5401521032229578
428,0.7,0.5785574919264469
429,0.6,0.5436662217177263
430,0.6,0.47821583017492075
431,0.1,0.46023501406158146
432,1.0,0.5106352993724045
433,0.2,0.5880477050352694
434,0.7,0.5784782978390473
435,0.8,0.6462257166253023
436,0.8,0.6326497894732288
437,0.2,0.5706756565963111
438,0.6,0.7034218078542067
439,0.4,0.5617560539968887
440,0.7,0.5990041667804219
441,0.3,0.5021308115509816
442,0.2,0.7814655415169461
443,0.7,0.6966683518193073
444,0.4,0.5163693773217
445,0.4,0.3333791545693513
446,0.1,0.5188467950464537
447,0.9,0.5244153450635181
448,0.6,0.4412815843571265
449,0.9,0.5963637695083018
450,1.0,0.5628393791409834
451,0.8,0.7053278874945352
452,0.7,0.512814582892964
453,1.0,0.5816216415208475
454,0.6,0.533693503065713
455,0.2,0.6736531687532
456,0.6,0.7035091663144297
457,0.7,0.772479873523307
458,0.7,0.43457927876321334
459,0.4,0.6012158698090843
460,0.5,0.6270720921323125
461,0.3,0.4820121649513492
462,0.2,0.5755639785980906
463,0.6,0.6216488659936873
464,0.6,0.6681977877395288
465,0.0,0.6822627927951297
466,0.3,0.6160147056002916
467,0.1,0.6343261839895258
468,0.5,0.6004539506813162
469,0.2,0.7811178234977545
470,0.2,0.5309585723019419
471,0.2,0.8080709555047104
472,0.5,0.4484993993136626
473,0.2,0.6336935849380148
474,0.9,0.6172125724782657
475,0.2,0.6439165548705443
476,0.8,0.7281197153432638
477,0.0,0.46228580935492203
478,0.7,0.6299953396348473
479,0.9,0.3238658970911865
480,0.5,0.8023406101108839
481,0.8,0.3873021233390501
482,0.9,0.5788595530455254
483,0.0,0.6029966587400056
484,0.9,0.5694520128411611
485,0.6,0.6147456139179328
486,0.1,0.6737517513648575
487,1.0,0.516031385274554
488,0.1,0.7128990173249153
489,0.3,0.4730181011625168
490,0.9,0.6642574251545063
491,0.0,0.5005790498035636
492,0.2,0.4948065832619184
493,0.0,0.7075058141611376
494,0.2,0.6186477572705732
495,0.5,0.5405699492108933
496,0.0,0.6006315421648915
497,0.9,0.7144811737810314
498,0.0,0.6194400028899747
499,0.4,0.5588723583595351
500,0.8,1.9463691711425781
501,0.8,0.6480922514030609
502,0.7,0.3849433522645226
503,0.0,0.4398790874013822
504,0.7,0.5224093868520294
505,0.6,0.6761252170027034
506,1.0,0.41986179156670334
507,0.1,0.6449838192104052
508,0.5,0.794853488446507
509,0.6,0.6794685269117401
510,0.7,0.6724298778351232
511,0.8,0.568255117790217
512,0.4,0.7348416344288852
513,0.7,0.523315837521437
514,0.9,0.6269235706149923
515,0.5,0.49425773074796847
516,0.1,0.6083211226928787
517,0.9,0.523948145463858
518,0.7,0.5093964876274909
519,0.8,0.550199567928434
520,1.0,0.4931665327484679
521,0.3,0.660817565164357
522,0.2,0.5578019402970996
523,0.9,0.8247326128954486
524,0.1,0.4930793123197431
525,0.6,0.4078573562331642
526,0.8,0.5620882650531094
527,0.4,0.7252359740647251
528,0.6,0.36990508250409715
529,0.1,0.6565971505598054
530,0.2,0.7609133801982026
531,0.2,0.6317805596362641
532,0.9,0.6428886602947221
533,0.7,0.5740572830217732
534,0.4,0.6876073259203999
535,0.1,0.5447331200505393
536,1.0,0.522014304844186
537,0.8,0.757649051878701
538,1.0,0.5827809913931293
539,0.0,0.4202447726104105
540,0.0,0.5244404673145165
541,0.8,0.6249551638922061
542,0.9,0.6780677951355496
543,0.3,0.5204549048517304
544,0.3,0.5862554047221472
545,0.1,0.5527073731328335
546,0.5,0.5433421746694614
547,0.7,0.6526192129432886
548,0.2,0.5728608520948232
549,0.9,0.543117128540781
550,0.6,0.6191209857998923
551,1.0,0.657598999788553
552,0.9,0.6560445685020851
553,0.1,0.47174325238256665
554,1.0,0.4943229117952614
555,1.0,0.7010902214401276
556,1.0,0.4173125864516458
557,0.8,0.7904131956472512
558,0.7,0.542851227081103
559,0.2,0.6207255297917452
560,0.7,0.6743683976788275
561,0.3,0.5877576878736172
562,0.1,0.47590719795797154
563,0.3,0.5815623176565671
564,1.0,0.5281485003321587
565,0.3,0.4784130718532661
566,0.1,0.407862734590159
567,0.5,0.5800773459293733
568,0.3,0.5903646821134376
569,0.6,0.5422807387178364
570,0.0,0.5703424873720242
571,0.6,0.4895050596848466
572,0.4,0.632729763853012
573,0.5,0.7256380990227006
574,0.3,0.6861916840999278
575,0.5,0.5503465734906743
576,0.2,0.5847442536562467
577,0.2,0.5358509996909954
578,0.0,0.6790183635535922
579,0.0,0.4211317730088381
580,0.7,0.4800674213393039
581,0.7,0.6661156626887995
582,0.8,0.5621566304922452
583,0.2,0.635097719457818
584,0.5,0.5418244742240519
585,0.8,0.6729417371802586
586,0.7,0.4743658888126514
587,0.4,0.4068930594057767
588,0.6,0.5698788678721766
589,0.6,0.43561583417267313
590,0.5,0.5587922216298721
591,0.2,0.5397262661737536
592,0.2,0.5485346533644664
593,0.1,0.6087029479207148
594,0.6,0.6577518779358393
595,1.0,0.5152445259351315
596,1.0,0.52019339469195
597,0.3,0.5117823730138926
598,0.4,0.43277760420225075
599,0.6,0.6100083696806395
600,0.8,3.173722982406616
601,0.5,0.4696601384822279
602,0.8,0.49646121253359987
603,0.4,0.6533953309006595
604,0.6,0.46017853519570695
605,0.5,0.46104739584216137
606,0.5,0.5295498242169001
607,0.8,0.7096827240501564
608,0.0,0.6722993388070444
609,0.4,0.3506002506823365
610,0.0,0.5731769718530232
611,0.5,0.6375246940619456
612,0.8,0.44469509346300296
613,0.9,0.681330646796479
614,0.6,0.6321669827944468
615,0.6,0.6083229447512865
616,0.8,0.6015790156291234
617,0.1,0.611956066274917
618,1.0,0.7788720013742594
619,0.1,0.7386151081527292
620,0.0,0.555430016006266
621,0.8,0.5889234104151742
622,0.8,0.4535314528188409
623,0.5,0.5519159800258587
624,0.6,0.46114266277543947
625,1.0,0.5033341979763492
626,0.0,0.7070088876048832
627,0.9,0.6030619664297653
628,0.5,0.38166263334331
629,0.0,0.5265828081371368
630,0.4,0.7125712382845022
631,0.5,0.5965439009772833
632,0.5,0.4986529993914061
633,0.1,0.48119653402531226
634,0.2,0.47463689329927217
635,0.0,0.5580644581628323
636,0.2,0.5109620134586965
637,0.0,0.8092377861043767
638,1.0,0.5698556781284071
639,0.2,0.5063960777589549
640,0.1,0.6117309964980553
641,0.1,0.4867384290065385
642,1.0,0.5119296400922577
643,0.0,0.34625731251622094
644,0.3,0.5541354129117159
645,0.8,0.6535238676159608
646,0.8,0.45875061886583945
647,0.4,0.3738159502884535
648,0.6,0.6964397632703448
649,0.8,0.5929689240686742
650,0.9,0.6770427328679679
651,0.6,0.46768141819423936
652,0.4,0.6642977692009244
653,0.9,0.6082697332939611
654,1.0,0.5210222531730943
655,0.6,0.4946025021818561
656,0.1,0.6961714416000497
657,1.0,0.5057374299627315
658,0.9,0.6606732315648852
659,0.2,0.6413906718672664
660,0.7,0.5520283360185378
661,0.4,0.5373289879752057
662,0.8,0.7255781847321465
663,0.0,0.5754801949401221
664,0.3,0.4076377238315929
665,0.3,0.6253642722639319
666,0.8,0.5317137468777787
667,1.0,0.5098794456017208
668,0.6,0.6603217083526456
669,0.2,0.5634617931773628
670,0.9,0.7231075310760057
671,0.2,0.4119940601765803
672,0.6,0.4973082453698308
673,0.9,0.6179093111302111
674,0.5,0.6499349271967179
675,0.4,0.4802520276591461
676,0.9,0.6764627153483846
677,0.0,0.586749048237715
678,0.1,0.52641017947252
679,0.1,0.7275095883079528
680,0.1,0.5394655098235703
681,0.4,0.6880419924529055
682,0.9,0.4625270303116829
683,0.5,0.5200246267840529
684,1.0,0.619413781848641
685,0.4,0.6319512050480092
686,0.4,0.5149948392433678
687,0.0,0.5207005448637311
688,0.9,0.5955502020995114
689,0.9,0.5618443198621844
690,0.9,0.47357804717974955
691,0.5,0.6900899099696521
692,1.0,0.5593945591002999
693,0.8,0.6707868521052234
694,0.5,0.6203513072913152
695,0.7,0.6235995871636114
696,0.9,0.45787153587482643
697,0.5,0.6869002218840092
698,0.1,0.7319672894770402
699,0.2,0.5288597844817846
700,0.8,2.6620209217071533
701,0.9,0.5356244010240466
702,0.6,0.626983945823709
703,1.0,0.48175040572001515
704,0.6,0.42818446142550404
705,0.8,0.6238537054522273
706,1.0,0.5900071441241519
707,0.2,0.49678779690933694
708,0.4,0.5498555948677526
709,0.0,0.4299622637154503
710,0.7,0.5509642934279985
711,0.7,0.5993880422120248
712,0.9,0.6723942465179326
713,0.4,0.4201814694938564
714,0.4,0.5341057119089553
715,0.5,0.6761477422355389
716,0.3,0.6350377342487776
717,1.0,0.6360568089831965
718,0.2,0.5063220439520075
719,0.6,0.590027659286415
720,0.4,0.5803874679850791
721,0.4,0.5722358812080278
722,0.9,0.7333389239747226
723,0.7,0.6069408047066498
724,0.5,0.5896945360094313
725,1.0,0.6780975600334217
726,1.0,0.44931446146168796
727,0.9,0.5492728677515454
728,0.1,0.5228201999100571
729,0.9,0.49942790888391214
730,0.4,0.6216601149929848
731,0.5,0.6095692684789084
732,0.3,0.7338098333216674
733,0.1,0.6071868018606139
734,0.3,0.5473053502040552
735,0.7,0.5861557983840435
736,0.1,0.4466676377193147
737,0.8,0.47624827172334167
738,0.4,0.4337036603842573
739,0.4,0.5151558938665863
740,0.9,0.5684057419684577
741,0.1,0.4876455053800717
742,1.0,0.615026673466603
743,0.4,0.46046932264601936
744,0.7,0.5170179664981096
745,0.6,0.5843913586908123
746,0.1,0.6054988734701875
747,0.7,0.4417173111740297
748,0.1,0.7807523379257285
749,0.0,0.5600634567078581
750,0.5,0.4467222311332657
751,0.2,0.651798164008007
752,0.1,0.8308864007025514
753,0.6,0.5546472522779334
754,1.0,0.49333112344606905
755,0.2,0.5943034995669245
756,0.6,0.5345738095412905
757,0.4,0.68413371776401
758,0.2,0.5640406799892101
759,0.1,0.49000320270679953
760,0.0,0.5948090803086039
761,1.0,0.44238337527158234
762,0.7,0.44206010390395656
763,0.8,0.6125978143832118
764,0.7,0.5160644539923578
765,0.1,0.5808213151580641
766,0.4,0.5266390852440395
767,0.2,0.5306931635160175
768,0.1,0.6764287912349846
769,0.7,0.6495622614296341
770,0.1,0.6397150183071828
771,0.6,0.683375663647279
772,0.9,0.6691300225504065
773,0.7,0.3959431685718505
774,0.9,0.6810847103225002
775,0.4,0.6096483619289832
776,0.5,0.6734784968345724
777,0.0,0.81410512086205
778,0.8,0.49270827101941006
779,0.6,0.5111883067025372
780,0.8,0.6368168383745988
781,0.3,0.5122080458109942
782,1.0,0.4055757357392953
783,0.0,0.6105833335603957
784,0.1,0.6606552928266736
785,0.0,0.5675471614247227
786,0.1,0.6700062126524489
787,0.9,0.47681146753436265
788,0.9,0.6414365627769725
789,0.0,0.641039499897463
790,0.3,0.562405973493741
791,0.8,0.43523358352362806
792,0.5,0.45203105347376277
793,0.1,0.6855810694678575
794,0.8,0.5417688577807716
795,0.7,0.6026745622035157
796,0.7,0.5698345458514563
797,0.1,0.641911443975127
798,0.6,0.5774261993795099
799,0.3,0.6317994662898083
800,0.8,2.3505349159240723
801,0.0,0.5081199136945711
802,0.8,0.44315790865767735
803,0.4,0.34625067169526647
804,0.3,0.5373267086301476
805,0.8,0.6192987043297078
806,0.1,0.5037498699746442
807,0.3,0.47152865288509493
808,0.7,0.7736959235378983
809,0.8,0.7195994982982782
810,0.3,0.771648187571842
811,1.0,0.42519576025781786
812,0.3,0.6863109283769712
813,0.8,0.5153593736920211
814,0.6,0.5084888798043514
815,0.5,0.4070914006478623
816,0.7,0.6176465676501759
817,0.9,0.6049520440216581
818,0.2,0.5516808379199758
819,0.1,0.5080796514504149
820,0.0,0.5878804432280081
821,0.8,0.5918207221674432
822,0.1,0.6617132861489271
823,0.5,0.5588406918788152
824,0.0,0.5438176292747572
825,0.8,0.39527296009796575
826,0.9,0.47842108264208205
827,0.4,0.6948172363816975
828,0.4,0.6625697732429751
829,0.5,0.4401697445274291
830,0.4,0.46744595463114724
831,0.9,0.48163904894304255
832,0.2,0.45019880448457156
833,0.5,0.5957970610675417
834,0.4,0.5702949349087016
835,0.3,0.7085947529870602
836,1.0,0.6316902961238747
837,0.5,0.5649906312428671
838,0.7,0.5670270945159198
839,0.2,0.6146136282946421
840,0.4,0.4563036789672992
841,0.5,0.5672066525374371
842,0.1,0.5906445425310297
843,0.2,0.5339745639418738
844,0.8,0.5741227003555219
845,0.5,0.46288558874508207
846,0.7,0.5579678653221054
847,0.2,0.4022575879135506
848,0.2,0.7236671161004883
849,0.9,0.5017565654677132
850,1.0,0.31700104707506405
851,0.9,0.6353925096207785
852,1.0,0.39903932794291347
853,0.4,0.5128738076356163
854,0.4,0.5037674554441064
855,1.0,0.577490760570653
856,0.4,0.5271682899645115
857,0.7,0.5999246645926023
858,0.7,0.6720327327037139
859,0.1,0.5864657105309908
860,0.9,0.7032475933438769
861,0.8,0.6186000290524869
862,0.9,0.5227970321014185
863,0.1,0.5810755876388708
864,0.9,0.5561694553134213
865,0.7,0.5040179163859132
866,0.6,0.5594955790795827
867,0.6,0.5520739957976623
868,0.1,0.6018404859198028
869,0.4,0.5436608234137466
870,0.6,0.6507555713882384
871,0.1,0.6582528270110697
872,0.0,0.7752214999227941
873,0.9,0.6532121594812358
874,0.6,0.510884897643596
875,0.7,0.5014431669056705
876,0.8,0.6593910573549577
877,0.7,0.5667491927795262
878,0.4,0.46088041696906634
879,0.7,0.6827375808539364
880,0.2,0.4979098007901761
881,0.4,0.7883827319198233
882,0.7,0.5352597161968541
883,0.7,0.5871396721271538
884,0.3,0.5472105922872497
885,0.8,0.5343380956016271
886,0.7,0.5066748983127591
887,0.9,0.5171315578299197
888,0.4,0.5536460491660397
889,0.3,0.5443028981110217
890,1.0,0.4708728435728657
891,0.8,0.6062757532422347
892,0.2,0.7299772840114849
893,0.0,0.7106211421578102
894,1.0,0.5129235978133624
895,0.0,0.5822431956185978
896,0.9,0.4805086144433934
897,0.0,0.671569284170433
898,0.6,0.5373429745928904
899,0.0,0.5921895319953707
900,0.7,2.7633237838745117
901,0.5,0.6150318563829661
902,0.8,0.4631435907703603
903,0.3,0.5272044959367848
904,0.2,0.48952421607535895
905,1.0,0.5747311190294493
906,0.3,0.5944121332847602
907,0.9,0.7585276220068338
908,0.0,0.5513237272649505
909,0.8,0.5770136857838458
910,0.7,0.7268456775486134
911,0.1,0.6589122207248614
912,0.1,0.7668583077535379
913,0.4,0.5285042788083031
914,0.2,0.5815382749162349
915,0.9,0.5026362951401783
916,0.9,0.5579345637709545
917,0.8,0.506660235178378
918,0.0,0.4641879742014264
919,0.7,0.5950699599247284
920,1.0,0.6307856260764606
921,0.0,0.5025608328978717
922,0.3,0.6347686460429355
923,0.0,0.6041679973377283
924,0.6,0.4798348268019689
925,0.7,0.5871550411865901
926,0.4,0.6164102148514629
927,1.0,0.5246173888517456
928,0.8,0.6057441134126227
929,0.2,0.5451017898159105
930,0.6,0.6565194941776755
931,0.9,0.578144254422602
932,0.4,0.5329833498310081
933,0.9,0.6888999412487081
934,0.4,0.49473304177182087
935,0.4,0.4086500215437058
936,0.9,0.5785958769999989
937,0.4,0.686312859546704
